society,price,area,open_sides,possession,locality,nearby_count,school_count,hospital_count,bank_count,metro_count,corner_property,park_facing,freehold,rental_income,ready_to_move,transport_count,environment,lifestyle,connectivity,safety,overall_rating,description_length,contains_corner,contains_freehold,contains_park,contains_north
independent,4.5,1453.1265,1.0,Immediate,Sector 57 Gurgaon,45,5,10,6,0,0,0,0,0,1,2,4.0,4.0,4.0,4.0,4.0,95.0,0,0,0,0
independent,4.425000000000001,1560.7655,2.0,Immediate,Back Side Open Green Belt,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.5,4.0,4.25,115.0,0,0,0,0
Raheja Akshara,0.7687499999999999,1130.2095,1.0,Immediate,Sohna,8,2,1,0,0,0,0,0,0,1,0,4.0,4.0,5.0,4.0,4.25,185.0,0,0,0,0
KD realtek private limited,0.42,1797.5712999999998,1.0,undefined,Vijay Vihar,50,2,4,10,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,113.0,0,0,0,0
independent,3.75,3487.5036,4.0,undefined,Pataudi,20,0,15,0,0,0,0,0,0,0,0,4.0,5.0,4.0,5.0,4.5,49.0,0,0,0,1
ROF Insignia Park 2,2.0250000000000004,1345.4875,3.0,undefined,Sector 95 Gurgaon,5,1,1,0,0,0,0,0,0,0,1,4.0,4.5,4.0,4.5,4.25,106.0,0,0,0,0
independent,0.975,4499.3102,1.0,Immediate,Sohna,0,0,0,0,0,0,0,1,0,1,0,4.0,4.0,5.0,4.0,4.25,157.0,0,1,0,0
independent,2.25,1259.3763,1.0,Immediate,Rajendra Park,31,1,15,4,0,0,0,0,0,1,3,4.0,4.0,4.0,4.0,4.0,103.0,0,0,0,0
independent,0.15,904.1676,2.0,Immediate,Sultanpur,0,0,0,0,0,0,0,1,0,1,0,4.0,4.0,4.5,4.0,4.25,171.0,0,1,0,0
Raheja Aranya The Green City3.7 ★,0.975,1560.7655,1.0,undefined,Sohna,15,6,4,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,180.0,0,0,0,0
independent,12.0,3595.1426,4.0,undefined,Sohna,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,64.0,0,0,0,0
Satya Merano Greens,3.0,1453.1265,1.0,Immediate,Gulmohar Avanue 3,11,2,1,0,0,0,0,0,0,1,1,4.0,3.0,3.0,3.0,3.25,50.0,0,0,0,0
independent,0.8999999999999999,161.4585,1.0,undefined,Sohna Road,47,3,15,5,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,40.0,0,0,0,0
Orris Woodview Residencies,6.0,301.3892,1.0,undefined,Sector 89,9,2,1,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,65.0,0,0,0,0
independent,6.9,1786.8074,1.0,Immediate,Huda Sector,43,4,5,14,3,0,1,0,0,1,5,4.0,4.0,4.5,4.0,4.25,47.0,0,0,1,0
independent,12.0,2701.7389,1.0,Immediate,B Block Sushant Lok Phase 1,48,1,4,9,2,0,0,0,0,1,2,4.0,5.0,5.0,4.0,4.5,349.0,0,0,0,0
independent,13.56,4520.838,2.0,Immediate,Sushant Lok Phase 3,45,5,7,13,0,0,0,0,0,1,2,4.0,4.0,4.0,4.0,4.0,216.0,0,0,1,0
JMS The Nation,1.725,1162.5012,2.0,Future,Sector 95 Gurgaon,6,2,1,0,0,0,0,0,0,0,1,4.0,4.5,4.0,4.5,4.25,61.0,0,0,0,0
independent,0.27,1797.5712999999998,2.0,Immediate,Silani,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.5,4.0,4.25,258.0,0,0,0,0
sector 10A,5.88,2830.9057,1.0,Immediate,Sector 10A Gurgaon,49,0,38,0,0,0,0,0,0,1,1,4.0,5.0,5.0,5.0,4.75,81.0,0,0,1,1
independent,1.7999999999999998,2701.7389,1.0,Immediate,Rajendra Park,31,1,15,4,0,0,0,0,0,1,3,4.0,4.0,4.0,4.0,4.0,98.0,0,0,1,0
independent,3.0,4294.7961,1.0,Immediate,Mullahera village,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.5,4.0,4.25,84.0,0,0,0,0
independent,5.505,4682.2965,1.0,Immediate,Sector 30 Gurgaon,50,2,3,8,1,0,0,0,0,1,1,5.0,5.0,5.0,5.0,5.0,102.0,0,0,0,0
independent,2.1,538.1949999999999,1.0,Immediate,1040,47,5,11,5,0,0,0,0,0,1,0,5.0,4.5,5.0,5.0,4.875,38.0,0,0,0,0
independent,4.68,2443.4053,1.0,Immediate,Sector 9 Gurgaon,50,1,38,5,0,0,0,0,0,1,1,4.0,4.0,4.0,4.0,4.0,58.0,0,0,0,0
independent,0.1875,452.0838,1.0,Immediate,Dhankot,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,49.0,0,0,0,0
Plaza 106,1.815,1076.39,1.0,undefined,Plaza 106,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,104.0,0,0,0,0
independent,9.0,3358.3368,2.0,Immediate,3567,45,5,10,6,0,0,0,0,0,1,2,4.0,4.0,4.0,4.0,4.0,157.0,0,0,1,0
independent,1.5,2152.78,2.0,Immediate,61,19,2,5,1,1,0,0,0,0,1,2,4.0,4.0,4.5,4.0,4.25,587.0,0,0,0,0
Shyam Kunj,0.5249999999999999,1668.4045,1.0,Immediate,Near Ryan International School,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,58.0,0,0,0,0
Orris Woodview Residencies,3.225,1646.8767,2.0,undefined,B-Ii-44 Two Side Open With Park,9,2,1,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,257.0,0,0,1,0
independent,8.25,3078.4754,1.0,Immediate,Sector 57 Gurgaon,45,5,10,6,0,0,0,0,0,1,2,4.0,4.0,4.0,4.0,4.0,31.0,0,0,0,0
independent,1.65,904.1676,1.0,Immediate,446,50,0,41,1,0,0,0,0,0,1,1,4.0,4.0,5.0,4.0,4.25,40.0,0,0,0,0
independent,2.7,2701.7389,1.0,Immediate,Block C,46,2,4,9,2,0,0,1,0,1,2,4.0,4.0,4.5,4.0,4.25,166.0,0,1,0,0
Plot,1.995,2992.3642,1.0,undefined,Maruti Kunj,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,216.0,0,0,0,0
independent,0.27,269.0975,1.0,Immediate,Dharam Colony,49,5,17,6,1,0,0,0,0,1,5,4.0,4.0,4.5,4.0,4.125,323.0,0,0,0,0
Unitech South City 23.8 ★,8.024999999999999,2163.5439,1.0,Immediate,Sector 50 Gurgaon,45,4,10,8,0,0,0,0,0,1,0,5.0,5.0,5.0,4.0,4.75,42.0,0,0,1,0
independent,1.7999999999999998,1345.4875,2.0,undefined,A149,46,0,13,11,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,637.0,0,0,0,0
independent,2.4000000000000004,1442.3626,2.0,Immediate,Shivpuri,50,2,30,5,0,0,0,0,0,1,1,4.0,5.0,5.0,5.0,4.75,93.0,0,0,0,0
independent,6.0,43561.5033,1.0,Immediate,Sohna,0,0,0,0,0,0,0,1,0,1,0,4.0,4.0,5.0,4.0,4.25,155.0,0,1,0,0
independent,0.615,818.0563999999999,1.0,Immediate,Nihali colony,35,4,11,2,1,0,0,0,0,1,5,4.0,4.0,4.5,4.0,4.25,223.0,0,0,1,0
independent,3.675,2884.7252,2.0,Immediate,Dharam Colony,49,5,17,6,1,0,0,0,0,1,5,4.0,4.0,4.5,4.0,4.125,290.0,0,0,0,0
Radhe Nagar Colony,0.36,1625.3489,1.0,Immediate,Radhe Nagar,0,0,0,0,0,0,0,1,0,1,0,4.5,3.5,4.0,2.5,3.625,110.0,0,1,0,0
independent,0.63,936.4593,1.0,undefined,Dharam Colony,49,5,14,8,1,1,0,0,0,0,5,4.0,4.0,4.5,4.0,4.125,210.0,1,0,0,0
independent,2.67,1603.8211,1.0,undefined,Sector 36 Sohna,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,112.0,0,0,0,0
Corona Greens,0.7875000000000001,785.7647,2.0,Immediate,Sohna,6,2,1,0,0,0,0,0,0,1,1,4.0,4.0,5.0,4.0,4.25,63.0,0,0,0,0
independent,2.205,1345.4875,1.0,undefined,Sohna Sector 35,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,71.0,0,0,0,0
independent,0.2249999999999999,96.8751,1.0,Future,Sohna Road,47,3,15,5,0,0,0,1,0,0,0,4.0,4.0,4.5,4.0,4.25,147.0,0,1,0,0
BPTP Amstoria3.8 ★,5.625,312.1531,1.0,undefined,Sector 102,11,2,1,0,0,0,0,0,0,0,2,4.0,5.0,4.0,4.0,4.25,66.0,0,0,0,0
Housing Board Colony,2.205,904.1676,1.0,Immediate,643,48,1,5,11,1,0,0,0,0,1,1,4.0,4.0,5.0,5.0,4.5,103.0,0,0,0,0
independent,7.199999999999999,3078.4754,1.0,Immediate,35x,44,4,5,10,0,0,0,0,0,1,2,4.0,5.0,5.0,4.0,4.5,45.0,0,0,0,0
independent,22.5,505.9033,1.0,Immediate,Dlf City Phase 2,41,0,4,14,4,0,0,0,0,1,4,5.0,5.0,5.0,5.0,5.0,72.0,0,0,0,0
Savyasachi Amaya Greens,0.6000000000000001,957.9871,1.0,Immediate,Farukhnagar,14,0,13,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,166.0,0,0,0,0
independent,14.325,4520.838,1.0,Immediate,Sushant Lok Phase 3,45,5,7,13,0,0,0,0,0,1,2,4.0,4.0,4.0,4.0,4.0,126.0,0,0,1,0
independent,1.95,1797.5712999999998,1.0,Immediate,New Palam Vihar Phase 2,19,2,5,1,1,0,0,0,0,1,2,4.0,4.0,4.5,4.0,4.25,233.0,0,0,0,0
independent,18.75,3218.4061,1.0,undefined,Dlf City Phase 4,0,0,0,0,0,0,0,0,0,0,0,5.0,4.0,5.0,5.0,4.75,105.0,0,0,0,0
Experion The Westerlies,3.375,1625.3489,2.0,undefined,Sector 108 Gurgaon,9,3,1,0,0,0,0,0,0,0,1,4.0,4.5,4.5,4.5,4.375,63.0,0,0,0,0
independent,5.1,3595.1426,1.0,Immediate,Patel Nagar,50,3,21,5,0,0,0,0,0,1,1,4.0,4.0,4.5,4.0,4.125,96.0,0,0,0,0
independent,4.23,1453.1265,1.0,Immediate,Block G Sector-57 Gurgaon,46,5,7,14,3,0,0,1,0,1,5,4.0,4.0,4.5,4.0,4.25,390.0,0,1,0,1
Raheja Aranya Phase Il,3.3000000000000003,2938.5447,1.0,undefined,Sohna Sector 11,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,111.0,0,0,0,0
Satya Merano Greens,2.355,1345.4875,2.0,Future,Sector 99A Gurgaon,11,2,1,0,0,0,0,0,0,0,1,4.0,3.0,3.0,3.0,3.25,943.0,0,0,1,0
Unitech South City 23.8 ★,2.4000000000000004,538.1949999999999,1.0,Immediate,Sector 50 Gurgaon,45,4,10,8,0,0,0,0,0,1,0,5.0,5.0,5.0,4.0,4.75,64.0,0,0,1,0
Ansal API Esencia3.7 ★,7.665000000000001,3767.365,1.0,Immediate,B-671,12,0,0,0,1,0,0,0,0,1,1,4.0,4.5,4.0,4.0,4.125,69.0,0,0,0,0
independent,31.5,7319.451999999999,1.0,Immediate,Sushant Lok Phase 1,47,2,5,13,1,0,0,0,0,1,1,5.0,5.0,5.0,4.5,4.875,37.0,0,0,0,0
independent,3.0,1539.2377,2.0,Immediate,Huda Colony,49,2,31,5,0,0,0,0,0,1,3,4.0,4.0,4.5,4.0,4.25,96.0,0,0,0,0
independent,7.695,3078.4754,1.0,Immediate,35x,44,4,5,10,0,0,0,0,0,1,2,4.0,5.0,5.0,4.0,4.5,226.0,0,0,0,1
independent,0.3975,1442.3626,1.0,undefined,Garhi Harsaru,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,4.0,3.0,3.5,69.0,0,0,0,0
independent,3.87,1463.8904,1.0,Within_3_months,Saraswati Vihar,0,0,0,0,0,0,0,0,0,0,0,4.0,5.0,5.0,4.0,4.5,141.0,0,0,0,0
independent,7.875,2325.0024,1.0,undefined,788.,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,51.0,0,0,0,0
shree ram enclave,2.55,4197.921,3.0,Immediate,Gurgaon Faridabad Road,0,0,0,0,0,0,0,1,0,1,0,5.0,4.0,4.0,5.0,4.5,174.0,0,1,0,0
shri ram enclave,2.55,4176.3932,3.0,Immediate,A-20,10,1,2,0,0,0,0,0,0,1,0,4.0,4.0,4.5,4.0,4.25,64.0,0,0,0,0
independent,1.7999999999999998,1076.39,1.0,undefined,Sector 106 Gurgaon,11,0,7,0,0,0,0,0,0,0,3,4.0,4.0,4.5,4.0,4.25,187.0,0,0,1,0
independent,6.562815789473683,4520.838,1.0,Immediate,DLF Phase 1,46,0,18,11,6,0,0,0,0,1,6,5.0,5.0,5.0,5.0,5.0,120.0,0,0,0,0
Paras Ekam Homes,2.25,1410.0709,3.0,Immediate,Sohna,15,2,0,0,0,0,0,0,0,1,1,4.0,4.0,5.0,4.0,4.25,48.0,0,0,0,0
Malibu Towne,7.875,2163.5439,1.0,Immediate,Near Back Gate In Front Of Good Earth Mall,45,5,11,5,0,0,0,0,0,1,0,5.0,4.0,5.0,5.0,4.75,78.0,0,0,0,0
Ansals Shiva Som Valley,0.99,968.751,1.0,undefined,Sector-35 Sohna,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.0,5.0,4.25,80.0,0,0,0,0
BPTP Astaire Gardens3.7 ★,3.75,172.2224,1.0,undefined,Sector 70a,12,2,0,0,1,0,0,0,0,0,3,5.0,4.0,4.0,4.0,4.25,66.0,0,0,0,0
Central Park Flower Valley,6.75,2701.7389,1.0,Immediate,Sector-33 Sohna,11,3,1,0,0,0,0,0,0,1,2,4.0,4.0,4.5,4.0,4.25,82.0,0,0,0,0
independent,1.92,904.1676,1.0,undefined,231c,49,3,26,5,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,1574.0,0,0,0,0
independent,9.99,3239.9339,1.0,Immediate,Sector 42 Gurgaon,44,2,3,13,2,0,0,0,0,1,3,4.0,4.0,4.5,4.0,4.25,67.0,0,0,0,1
Raheja Akshara,1.02,182.9863,1.0,undefined,Sohna Sector 14,0,0,0,0,0,0,0,0,0,0,0,4.0,5.0,5.0,4.0,4.5,71.0,0,0,0,0
independent,3.675,1506.946,1.0,undefined,Sector 5 Gurgaon,49,3,25,5,0,0,0,1,0,0,4,4.0,4.0,5.0,4.0,4.25,482.0,0,1,0,0
independent,0.585,699.6535,1.0,Immediate,Sohna,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,5.0,4.0,4.25,89.0,0,0,0,0
independent,8.34,3132.2949,2.0,undefined,Sector 57 Gurgaon,45,5,10,6,0,0,0,1,0,0,2,4.0,4.0,4.0,4.0,4.0,513.0,0,1,0,1
independent,5.85,1550.0016,1.0,undefined,Sector 43 Gurgaon,46,1,5,9,3,0,1,0,0,0,3,4.0,4.0,5.0,4.0,4.25,242.0,0,0,1,0
independent,0.705,904.1676,1.0,Immediate,Rajendra Park,31,1,15,4,0,0,0,1,0,1,3,4.0,4.0,4.0,4.0,4.0,125.0,0,1,1,0
Nirmal Kunj,0.5549999999999999,1528.4738,2.0,Immediate,Plot 51,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,95.0,0,0,0,0
independent,4.800000000000001,1593.0572,1.0,Immediate,Sector 45 Gurgaon,48,7,6,14,1,0,0,0,0,1,1,4.0,4.0,5.0,4.0,4.25,82.0,0,0,1,0
independent,5.625,3078.4754,2.0,Immediate,Sector 9A Gurgaon,49,1,32,5,0,0,0,0,0,1,3,4.0,4.0,4.0,4.0,4.0,72.0,0,0,0,0
independent,1.3725,2744.7945,1.0,Immediate,Maruti Kunj,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,95.0,0,0,0,0
independent,10.275,4671.5326,1.0,Immediate,136,47,4,12,7,0,0,0,1,0,1,0,4.0,4.0,5.0,4.0,4.25,468.0,0,1,0,0
Ansal API Esencia3.7 ★,10.5,247.5697,3.0,Immediate,F-2503,12,0,0,0,1,0,0,0,0,1,1,4.0,4.5,4.0,4.0,4.125,158.0,0,0,0,0
independent,0.4499999999999999,1065.6261,1.0,Immediate,Garhi Harsaru,0,0,0,0,0,0,0,0,0,1,0,4.0,3.0,4.0,3.0,3.5,67.0,0,0,0,0
independent,0.21,645.834,1.0,Immediate,Shiv Colony,22,0,6,7,0,0,0,0,0,1,0,4.0,4.0,4.5,4.0,4.25,124.0,0,0,0,0
Ansal API Esencia3.7 ★,10.035,3767.365,2.0,undefined,B - Block,12,0,0,0,1,0,0,0,0,0,1,4.0,4.5,4.0,4.0,4.125,450.0,0,0,0,0
S block DLF  phase 3,1.875,538.1949999999999,1.0,Immediate,S31b/40,48,0,18,11,7,0,0,0,0,1,7,4.0,4.0,4.5,4.0,4.25,1167.0,0,0,0,0
independent,2.85,904.1676,1.0,Immediate,Huda,27,4,3,3,1,0,0,1,0,1,2,4.0,4.0,4.5,4.0,4.25,168.0,0,1,0,0
independent,5.475,2432.6414,2.0,undefined,Sector 67A Gurgaon,18,0,6,6,0,1,0,0,0,0,0,5.0,4.0,4.0,5.0,4.5,177.0,1,0,1,0
Raheja Aranya The Green City3.7 ★,0.975,1560.7655,1.0,undefined,Sohna,15,6,4,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,133.0,0,0,0,0
independent,1.035,1560.7655,1.0,Immediate,Sector-11 sohna,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.5,4.0,4.25,77.0,0,0,0,0
independent,2.55,699.6535,2.0,Immediate,Sector 42 Gurgaon,44,2,3,13,2,0,1,0,0,1,3,4.0,4.0,4.5,4.0,4.25,48.0,0,0,1,0
independent,0.0225,1711.4601,2.0,undefined,F/04,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,382.0,0,0,0,0
independent,1.5750000000000002,968.751,1.0,Immediate,Sohna,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,5.0,4.0,4.25,90.0,0,0,0,0
independent,1.2000000000000002,1345.4875,1.0,Immediate,Sector 3 Gurgaon,49,3,24,4,0,0,0,0,0,1,3,4.5,4.0,4.5,4.5,4.375,232.0,0,0,0,0
Vatika Crossover,10.875,1937.502,1.0,undefined,Sector 82,13,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,427.0,0,0,1,0
Raheja Aranya The Green City3.7 ★,1.725,2174.3078,1.0,Immediate,Sector 11- 14,15,6,4,0,0,0,0,0,0,1,1,4.0,4.0,5.0,4.0,4.25,90.0,0,0,0,0
independent,3.9,1980.5576,1.0,Within_3_months,122001,50,2,35,2,0,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,127.0,0,0,0,0
independent,9.0,39998.6524,1.0,undefined,Imt Manesar,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.125,67.0,0,0,0,0
independent,1.35,182.9863,2.0,Immediate,Pataudi Road,8,0,5,0,0,0,0,1,0,1,1,4.5,4.5,5.0,5.0,4.75,151.0,0,1,0,0
independent,1.5,247.5697,1.0,Immediate,250 North Facing,49,5,17,6,1,0,0,0,0,1,5,4.0,4.0,4.5,4.0,4.125,100.0,0,0,0,0
independent,6.562815789473683,2701.7389,1.0,undefined,Om Vihar,0,0,0,0,0,0,0,0,0,0,0,4.0,3.5,4.0,4.0,3.875,64.0,0,0,0,0
independent,0.375,904.1676,1.0,Immediate,32,36,3,7,0,0,0,0,0,0,1,5,4.0,4.0,4.5,4.0,4.25,133.0,0,0,0,1
independent,0.4499999999999999,807.2925,1.0,Immediate,Sohna Road,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.5,4.0,4.25,94.0,0,0,0,0
independent,6.75,2368.058,1.0,Immediate,876,47,4,12,7,0,1,0,0,0,1,0,4.0,4.0,5.0,4.0,4.25,70.0,1,0,0,0
independent,2.7,1851.3908,1.0,Immediate,Laxman Vihar,49,2,27,5,0,0,0,0,0,1,4,4.0,4.0,5.0,4.0,4.25,66.0,0,0,0,0
independent,0.645,538.1949999999999,1.0,Immediate,Raj Nagar,49,0,39,0,0,0,0,1,0,1,1,4.0,4.0,4.5,4.0,4.25,554.0,0,1,0,0
independent,2.7,731.9452,1.0,Immediate,Golf Course Road,46,0,3,11,3,0,0,1,0,1,3,4.0,4.0,4.5,4.0,4.25,172.0,0,1,0,0
defence colony bhondsi,7.875,15747.5857,4.0,Immediate,Bsf Camp Road,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,253.0,0,0,0,0
independent,2.0250000000000004,435604.2691,1.0,Future,Dwarka Expressway Gurgaon,7,0,4,0,0,0,0,1,0,0,1,4.0,4.0,4.5,4.0,4.25,166.0,0,1,0,0
independent,1.7999999999999998,1797.5712999999998,1.0,Immediate,New Palam Vihar Phase 1,31,2,12,1,1,0,0,0,0,1,5,4.0,4.0,4.5,4.0,4.25,39.0,0,0,0,0
Ramprastha City,4.155,548.9589,1.0,Immediate,Dwarka Expressway Gurgaon,12,3,1,0,0,0,0,0,0,1,1,4.0,4.0,4.5,4.0,4.25,34.0,0,0,0,0
independent,0.33,904.1676,1.0,undefined,Maruti Kunj,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,212.0,0,0,0,0
independent,0.375,893.4037,1.0,Immediate,Farukhnagar,14,0,13,0,0,0,0,1,0,1,0,4.0,4.0,4.0,4.0,4.0,173.0,0,1,0,0
independent,6.562815789473683,29697.6001,2.0,Immediate,Basai Road,0,0,0,0,0,0,0,1,0,1,0,4.0,4.0,5.0,4.0,4.25,228.0,0,1,0,0
Anant Raj Estate Plots,6.9,269.0975,1.0,Immediate,Sector 63 Gurgaon,8,1,1,0,1,0,0,0,0,1,2,4.0,4.0,4.5,4.0,4.25,136.0,0,0,0,0
Anant Raj Estate Plots,7.904999999999999,3056.9476,2.0,Immediate,Sector 63 Gurgaon,8,1,1,0,1,0,0,0,0,1,2,4.0,4.0,4.5,4.0,4.25,126.0,0,0,0,0
independent,0.4649999999999999,1130.2095,1.0,Immediate,Defence Colony,48,1,5,13,1,0,0,1,0,1,1,4.0,4.0,4.5,4.0,4.25,155.0,0,1,0,0
independent,1.5,1797.5712999999998,1.0,Immediate,Rajendra Park,31,1,15,4,0,0,0,1,0,1,3,4.0,4.0,4.0,4.0,4.0,179.0,0,1,1,0
independent,3.0,96.8751,1.0,Immediate,1441,48,7,6,14,1,0,0,0,0,1,1,4.0,4.0,5.0,4.0,4.25,151.0,0,0,0,0
independent,1.875,1130.2095,1.0,Immediate,179/9,50,2,30,5,0,0,0,0,0,1,1,4.0,5.0,5.0,5.0,4.75,576.0,0,0,1,0
independent,0.315,904.1676,1.0,Immediate,Bhondsi,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,42.0,0,0,0,0
BPTP Astaire Gardens3.7 ★,7.89,3153.8227,1.0,Immediate,C 10,12,2,0,0,1,0,0,0,0,1,3,5.0,4.0,4.0,4.0,4.25,43.0,0,0,0,0
independent,0.375,904.1676,1.0,Immediate,Farukhnagar,14,0,13,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,95.0,0,0,0,0
independent,2.0250000000000004,1033.3344,2.0,Within_6_months,Sector 78 Gurgaon,6,0,0,0,0,0,0,1,0,0,0,4.0,4.0,5.0,4.0,4.25,505.0,0,1,0,0
independent,2.0250000000000004,1033.3344,2.0,undefined,Sector 78 Gurgaon,6,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,69.0,0,0,0,0
independent,0.8400000000000001,1442.3626,1.0,Within_3_months,Garhi Harsaru,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,4.0,3.0,3.5,185.0,0,0,0,0
independent,4.875,2368.058,1.0,Immediate,Sector 10 Gurgaon,50,0,43,1,0,0,0,0,0,1,0,4.0,4.0,5.0,4.0,4.25,151.0,0,0,0,0
Krishna Kunj,0.2249999999999999,904.1676,2.0,Immediate,Gali no 18,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.5,4.0,4.25,50.0,0,0,0,0
independent,5.1,1840.6269,1.0,Immediate,Sector 52 Gurgaon,44,4,5,10,0,0,0,0,0,1,2,4.0,5.0,5.0,4.0,4.5,65.0,0,0,0,0
Orris Woodview Residencies,2.88,1646.8767,3.0,undefined,B-Ii-07,9,2,1,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,96.0,0,0,1,0
Paras Ekam Homes,1.08,1140.9734,1.0,undefined,Sohna,15,2,0,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,327.0,0,0,0,0
independent,6.562815789473683,322.917,1.0,undefined,Unknown,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,0.0,0,0,0,0
independent,6.562815789473683,904.1676,1.0,undefined,Unknown,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,0.0,0,0,0,0
independent,6.562815789473683,1130.2095,1.0,undefined,Unknown,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,0.0,0,0,0,0
Krrish Township,6.562815789473683,3638.1982,1.0,undefined,Unknown,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,0.0,0,0,0,0
Raheja Aranya City Plots,6.562815789473683,2389.5858,1.0,undefined,Unknown,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,0.0,0,0,0,0
nkv residential,6.562815789473683,904.1676,1.0,undefined,Unknown,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,0.0,0,0,0,0
independent,6.562815789473683,968.751,1.0,undefined,Unknown,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,0.0,0,0,0,0
independent,6.562815789473683,3272.2256,1.0,undefined,Unknown,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,0.0,0,0,0,0
BPTP Amstoria3.8 ★,6.562815789473683,1872.9186,1.0,undefined,Unknown,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,0.0,0,0,0,0
independent,6.562815789473683,1625.3489,1.0,undefined,Unknown,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,0.0,0,0,0,0
independent,6.562815789473683,1076.39,1.0,undefined,Unknown,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,0.0,0,0,0,0
Unitech Singleton Floors,7.574999999999999,2163.5439,1.0,undefined,1234,46,1,12,9,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,52.0,0,0,0,0
DLF Gardencity,6.135,355.2087,1.0,undefined,Sector 91 Gurgaon,7,2,1,0,0,0,0,1,0,0,1,4.0,4.0,4.5,4.0,4.25,482.0,0,1,0,1
Yash Vihar,6.562815789473683,828.8203,1.0,undefined,Pataudi,6,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,598.0,0,0,0,0
Mortise Gold Golflink,6.562815789473683,1797.5712999999998,1.0,undefined,Sohna,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,703.0,0,0,1,0
BPTP Green Oaks,6.562815789473683,1345.4875,1.0,undefined,Sector 70A Gurgaon,10,3,1,0,1,0,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,267.0,0,0,0,0
