society,price,area,open_sides,possession,locality,nearby_count,school_count,hospital_count,bank_count,metro_count,corner_property,park_facing,freehold,rental_income,ready_to_move,transport_count,environment,lifestyle,connectivity,safety,overall_rating,description_length,contains_corner,contains_freehold,contains_park,contains_north
Unitech Greenwood City3.6 ★,12.375,3239.9339,1.0,undefined,Sector 45 Gurgaon,47,7,9,11,0,0,1,0,0,0,0,4.0,4.0,5.0,4.0,4.25,169.0,0,0,1,1
independent,18.75,4499.3102,2.0,Immediate,Block J South City 1,48,2,5,14,1,0,0,0,0,1,1,4.0,4.0,4.5,4.0,4.25,78.0,0,0,0,0
independent,12.75,4499.3102,2.0,undefined,23466,48,7,6,14,1,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,125.0,0,0,0,0
independent,9.225,3078.4754,2.0,undefined,Sector 45 Gurgaon,48,7,6,14,1,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,125.0,0,0,0,0
independent,7.125,2368.058,2.0,undefined,135678,48,7,6,14,1,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,125.0,0,0,0,0
independent,7.125,2368.058,2.0,undefined,12457,46,5,11,7,0,0,0,0,0,0,0,5.0,4.0,5.0,4.0,4.5,125.0,0,0,0,0
independent,12.675,4499.3102,2.0,undefined,12456,47,6,8,6,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,125.0,0,0,0,0
independent,9.375,3078.4754,2.0,undefined,235668,47,6,8,6,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,125.0,0,0,0,0
independent,7.800000000000001,2368.058,2.0,undefined,22356,47,6,8,6,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,125.0,0,0,0,0
independent,6.0,1840.6269,2.0,undefined,13457,47,6,8,6,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,128.0,0,0,1,0
independent,12.375,2432.6414,1.0,Immediate,000,46,0,18,11,6,0,0,0,0,1,6,5.0,5.0,5.0,5.0,5.0,154.0,0,0,0,0
Hero Homes,2.73,1259.3763,2.0,Within_6_months,112,12,0,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,4.5,4.875,390.0,0,0,0,0
Hero Homes,2.835,1302.4319,1.0,undefined,122,12,0,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,4.5,4.875,381.0,0,0,0,0
independent,7.095000000000001,2368.058,1.0,Immediate,Sector 38 Gurgaon,47,4,12,7,0,0,0,0,0,1,0,4.0,4.0,5.0,4.0,4.25,222.0,0,0,1,0
DLF City Plots,48.0,9203.1345,2.0,undefined,Shatoot Marg,8,2,1,0,1,0,0,0,0,0,2,5.0,5.0,5.0,5.0,5.0,199.0,0,0,0,0
DLF City Plots,5.699999999999999,1345.4875,1.0,Immediate,Arjun Marg,8,2,1,0,1,0,0,0,0,1,2,5.0,5.0,5.0,5.0,5.0,87.0,0,0,0,0
independent,2.4000000000000004,904.1676,1.0,undefined,Sector 23 Gurgaon,27,4,2,3,1,0,0,0,0,0,3,4.0,5.0,5.0,4.0,4.5,103.0,0,0,0,0
independent,7.5,4520.838,1.0,Immediate,Sector 9A Gurgaon,49,1,32,5,0,0,0,0,0,1,3,4.0,4.0,4.0,4.0,4.0,141.0,0,0,0,1
RWA East Pocket4.0 ★,3.87,150.69459999999998,3.0,undefined,608,27,4,2,3,1,0,0,0,0,0,3,4.0,5.0,5.0,4.0,4.5,53.0,0,0,0,0
independent,0.5249999999999999,1001.0427,1.0,Immediate,Badshahpur,46,0,13,11,0,0,0,0,0,1,0,4.0,4.0,5.0,4.0,4.25,166.0,0,0,1,0
Central Park Flower Valley,3.78,1625.3489,2.0,undefined,Sector-33 Sohna,15,4,3,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,387.0,0,0,1,0
Central Park Flower Valley,3.51,182.9863,1.0,Immediate,Sector-33 Sohna,15,4,3,0,0,0,0,0,0,1,1,4.0,4.0,4.5,4.0,4.25,347.0,0,0,1,0
independent,9.75,1937.502,1.0,Immediate,C Block Sushant Lok Phase 1,46,2,4,9,2,0,1,0,0,1,2,4.0,4.0,4.0,4.0,4.0,125.0,0,0,1,0
independent,20.25,6017.0201,1.0,undefined,C Block Sushant Lok Phase 1,46,2,4,9,2,1,0,0,0,0,2,4.0,4.0,4.0,4.0,4.0,122.0,1,0,0,0
DLF Gardencity,6.375,3724.3094,1.0,undefined,Sector 91 Gurgaon,7,2,1,0,0,0,0,1,0,0,1,4.0,4.0,3.0,4.5,3.875,337.0,0,1,0,0
DLF Gardencity,4.5,2421.8775,2.0,undefined,Sector 91 Gurgaon,7,2,1,0,0,0,0,1,0,0,1,4.0,4.0,3.0,4.5,3.875,367.0,0,1,0,0
DLF Garden City Floors,4.425000000000001,2163.5439,1.0,undefined,Sector 91 Gurgaon,12,0,5,0,0,0,0,1,0,0,0,4.0,4.0,3.0,4.5,3.875,442.0,0,1,0,0
DLF Gardencity,10.02,7513.2022,3.0,undefined,Sector 91 Gurgaon,7,2,1,0,0,1,1,0,0,0,1,4.0,4.0,3.0,4.5,3.875,189.0,1,0,1,0
DLF Garden City Floors,6.029999999999999,3164.5866,1.0,undefined,Sector 92 Gurgaon,10,3,1,0,0,0,0,0,0,0,1,5.0,4.0,4.0,3.0,4.0,157.0,0,0,0,0
DLF Alameda,16.14,4843.755,1.0,undefined,Sector 73 Gurgaon,8,2,1,0,0,0,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,680.0,0,0,0,0
DLF Alameda,18.9,6296.8815,1.0,Immediate,Dlf Alameda Sec 73,8,2,1,0,0,0,0,0,0,1,2,4.0,4.0,4.5,4.0,4.25,373.0,0,0,1,0
DLF Garden City Floors,4.515,2421.8775,1.0,undefined,Sector 92 Gurgaon,10,3,1,0,0,0,0,0,0,0,1,5.0,4.0,4.0,3.0,4.0,143.0,0,0,0,0
independent,46.5,7427.090999999999,1.0,Immediate,Sushant Lok Phase 1,47,2,5,13,1,0,0,0,0,1,1,5.0,5.0,5.0,5.0,5.0,163.0,0,0,0,0
Central Park Flower Valley,3.705,1711.4601,1.0,undefined,Sector-33 Sohna,15,4,3,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,349.0,0,0,1,0
Hero Homes Earth,2.85,1259.3763,2.0,undefined,Sector 85 Gurgaon,12,0,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,4.5,4.875,102.0,0,0,0,0
DLF Gardencity,4.86,2432.6414,1.0,Immediate,Sector 91 Gurgaon,7,2,1,0,0,0,0,0,0,1,1,4.0,4.0,3.0,4.5,3.875,290.0,0,0,0,0
Central Park Flower Valley,5.625,2249.6551,2.0,Immediate,Sector-33 Sohna,15,4,3,0,0,0,0,0,0,1,1,4.0,4.0,4.5,4.0,4.25,349.0,0,0,1,0
Central Park Flower Valley,4.35,1732.9879,1.0,undefined,Block D 209,15,4,3,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,117.0,0,0,0,1
Central Park Flower Valley,4.35,1732.9879,3.0,undefined,D 203,15,4,3,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,92.0,0,0,0,1
Central Park Flower Valley,4.35,1732.9879,1.0,undefined,Block D 204,15,4,3,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,96.0,0,0,0,1
independent,1.7999999999999998,538.1949999999999,2.0,undefined,Sushant Lok Phase 1,47,2,5,13,1,0,0,1,1,0,1,5.0,5.0,5.0,5.0,5.0,658.0,0,1,0,0
independent,1.815,592.0145,2.0,undefined,000,47,2,5,13,1,0,0,0,1,0,1,5.0,5.0,5.0,5.0,5.0,167.0,0,0,0,0
Ansal API Versalia,5.475,2432.6414,1.0,undefined,270 Sq Yds Plot,9,0,2,0,1,0,0,0,0,0,2,5.0,4.0,4.0,5.0,4.5,743.0,0,0,1,0
independent,4.725,2368.058,1.0,undefined,Sector 9 Gurgaon,50,1,38,5,0,0,0,1,0,0,1,4.0,4.0,4.0,4.0,4.0,424.0,0,1,0,0
Adani Brahma Samsara Vilasa,7.814999999999999,2400.3497,1.0,undefined,267 Sq Yds Plot In A Block Registry Case,13,2,1,0,1,0,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,119.0,0,0,0,1
independent,5.699999999999999,1797.5712999999998,1.0,undefined,Sector 45 Gurgaon,48,7,6,14,1,0,0,1,0,0,1,4.0,4.0,5.0,4.0,4.25,490.0,0,1,0,0
independent,1.7999999999999998,538.1949999999999,2.0,undefined,C Block Sushant Lok Phase 1,46,2,4,9,2,0,0,1,1,0,2,4.0,4.0,4.0,4.0,4.0,636.0,0,1,0,0
independent,6.75,1937.502,2.0,undefined,C Block Sushant Lok Phase 1,46,2,4,9,2,0,0,0,0,0,2,4.0,4.0,4.0,4.0,4.0,195.0,0,0,0,1
independent,15.9,4520.838,2.0,undefined,Sector 46 Gurgaon,47,6,8,6,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,111.0,0,0,0,0
independent,21.75,4520.838,2.0,undefined,DLF Phase 1,46,0,18,11,6,1,1,0,0,0,6,5.0,5.0,5.0,5.0,5.0,433.0,1,0,1,1
independent,2.7,904.1676,1.0,undefined,Sector 41 Gurgaon,50,2,4,13,1,0,0,0,1,0,1,5.0,5.0,5.0,5.0,5.0,143.0,0,0,0,0
independent,15.75,4499.3102,2.0,undefined,Sector 46 Gurgaon,47,6,8,6,0,1,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,580.0,1,0,0,1
independent,5.4,2690.975,1.0,undefined,In A-Block,12,0,5,0,0,0,0,1,0,0,0,4.0,4.0,3.0,4.5,3.875,210.0,0,1,0,0
DLF Gardencity,4.949999999999999,2432.6414,2.0,undefined,555,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,3.0,4.5,3.875,250.0,0,0,0,0
independent,6.705,2335.7663,1.0,Immediate,Sector 50 Gurgaon,45,4,10,8,0,0,0,0,0,1,0,5.0,5.0,5.0,4.0,4.75,78.0,0,0,0,0
DLF Gardencity,3.75,1797.5712999999998,2.0,undefined,Sector 91 Gurgaon,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,3.0,4.5,3.875,620.0,0,0,1,0
ROF Insignia Park 2,1.464,1097.9178,3.0,Within_6_months,Sector 95 Gurgaon,5,1,1,0,0,0,0,0,0,0,1,4.0,4.5,4.0,4.5,4.25,44.0,0,0,0,0
ROF Insignia Park 2,1.2000000000000002,904.1676,3.0,Future,Sector 95 Gurgaon,5,1,1,0,0,0,0,0,0,0,1,4.0,4.5,4.0,4.5,4.25,44.0,0,0,0,0
Pyramid Palm County,1.98,1184.029,3.0,Future,Sector 78 Gurgaon,5,1,1,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,44.0,0,0,0,0
independent,1.725,1033.3344,3.0,Future,Sector 88B Gurgaon,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,44.0,0,0,0,0
Pyramid Palm County,1.89,118.4029,3.0,Future,Sector 78 Gurgaon,5,1,1,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,44.0,0,0,0,0
Satya Merano Greens,1.6800000000000002,1184.029,3.0,Future,Sector 99A Gurgaon,11,2,1,0,0,0,0,0,0,0,1,4.0,3.0,3.0,3.0,3.25,44.0,0,0,0,0
Satya Merano Greens,1.46625,1033.3344,3.0,Future,Sector 99A Gurgaon,11,2,1,0,0,0,0,0,0,0,1,4.0,3.0,3.0,3.0,3.25,44.0,0,0,0,0
Mapsko Aspr Hills,1.89,1033.3344,3.0,Future,Sector 78 Gurgaon,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,44.0,0,0,0,0
India Rashtra,2.37,1184.029,3.0,Future,Sector 88A Gurgaon,11,3,2,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,44.0,0,0,0,0
India Rashtra,2.07,118.4029,3.0,Future,Sector 88A Gurgaon,11,3,2,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,44.0,0,0,0,0
Raheja Vanya,1.875,129.1668,3.0,Future,Sector 99A Gurgaon,9,2,1,0,1,0,0,0,0,0,3,4.0,3.0,3.0,3.0,3.25,44.0,0,0,0,0
Raheja Vanya,1.6350000000000002,118.4029,3.0,Future,Sector 99A Gurgaon,9,2,1,0,1,0,0,0,0,0,3,4.0,3.0,3.0,3.0,3.25,44.0,0,0,0,0
JMS The Nation,1.35,118.4029,2.0,Future,Sector 95 Gurgaon,6,2,1,0,0,0,0,0,0,0,1,4.0,4.5,4.0,4.5,4.25,45.0,0,0,0,0
independent,1.7999999999999998,1345.4875,2.0,undefined,Sector-35 Sohna,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,5.0,4.25,108.0,0,0,0,0
DLF Garden City Floors,4.65,2249.6551,1.0,undefined,Sector 91 Gurgaon,12,0,5,0,0,0,0,0,0,0,0,4.0,4.0,3.0,4.5,3.875,143.0,0,0,0,0
DLF Gardencity,6.75,4499.3102,1.0,undefined,Sector 91 Gurgaon,7,2,1,0,0,0,1,1,0,0,1,4.0,4.0,3.0,4.5,3.875,346.0,0,1,1,0
"DLF GardenCity, Sector 92 Gurgaon",4.125,2249.6551,1.0,undefined,Sector 92 Gurgaon,8,0,4,0,0,0,0,0,0,0,0,5.0,4.0,4.0,3.0,4.0,143.0,0,0,0,0
Paras Ekam Homes,0.8250000000000001,904.1676,1.0,Immediate,South Of Gurgoan,15,2,0,0,0,0,0,0,0,1,1,4.0,4.0,5.0,4.0,4.25,492.0,0,0,1,0
independent,10.875,4682.2965,1.0,Immediate,Palam Vihar,27,4,3,3,1,0,1,0,0,1,3,5.0,5.0,5.0,4.0,4.75,198.0,0,0,1,1
independent,6.15,3595.1426,1.0,Immediate,Sector 52 Gurgaon,44,4,5,10,0,0,0,0,0,1,2,4.0,5.0,5.0,4.0,4.5,59.0,0,0,0,0
independent,1.65,904.1676,2.0,undefined,Jharsa village,49,5,9,10,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,40.0,0,0,0,0
independent,5.85,1528.4738,1.0,Immediate,A Block Sushant Lok Phase 1,48,0,6,13,3,0,0,0,0,1,3,4.0,4.0,5.0,3.0,4.0,44.0,0,0,0,0
independent,6.945,2249.6551,2.0,Immediate,Sector 14 Gurgaon,50,3,12,12,0,0,0,0,0,1,0,4.0,5.0,5.0,4.0,4.5,45.0,0,0,0,0
Ardee City3.8 ★,17.565,10031.9548,1.0,undefined,Sector 52 Gurgaon,44,4,5,10,0,0,0,0,0,0,2,4.0,5.0,5.0,4.0,4.5,48.0,0,0,0,0
Shree Vardhman City,1.6949999999999998,1130.2095,1.0,undefined,Sohna,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,70.0,0,0,0,0
JMS Mega City Plots,1.0499999999999998,904.1676,1.0,undefined,Sector-5 Sohna,9,3,0,0,0,0,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,56.0,0,0,0,0
independent,1.275,538.1949999999999,1.0,undefined,Sector 48 Gurgaon,46,1,14,8,0,0,0,1,0,0,0,4.0,4.0,5.0,4.0,4.25,397.0,0,1,0,0
MRS 16 Acres,1.2000000000000002,2249.6551,1.0,Immediate,Maruti Kunj,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,53.0,0,0,0,0
independent,2.82,1130.2095,2.0,undefined,Sector 112 Gurgaon,15,2,2,1,1,0,0,1,0,0,2,5.0,4.0,4.0,3.0,4.0,465.0,0,1,0,0
independent,4.695,2249.6551,2.0,undefined,Sector 88B Gurgaon,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,38.0,0,0,0,0
independent,2.715,1334.7236,1.0,Immediate,Sadar Bazar,50,3,29,4,0,0,0,0,0,1,2,5.0,5.0,5.0,5.0,5.0,33.0,0,0,0,0
Lion Infra Green Valley,1.98,1313.1958,2.0,undefined,Sector-35 Sohna,0,0,0,0,0,0,0,1,0,0,0,4.0,4.0,4.0,5.0,4.25,527.0,0,1,0,0
independent,3.1500000000000004,1453.1265,1.0,Immediate,Sector 10 Gurgaon,50,0,43,1,0,0,0,0,0,1,0,4.0,4.0,5.0,4.0,4.25,289.0,0,0,1,0
Assotech Breeze,2.94,182.9863,1.0,undefined,547,3,0,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,273.0,0,0,0,0
independent,4.5,2045.141,1.0,Immediate,Sector 10 Gurgaon,50,0,43,1,0,0,0,0,0,1,0,4.0,4.0,5.0,4.0,4.25,289.0,0,0,1,0
LUXE RESIDENCY 112,2.79,1237.8485,2.0,undefined,Sector 112 Gurgaon,15,2,2,1,1,0,0,0,0,0,2,5.0,4.0,4.0,3.0,4.0,358.0,0,0,0,0
independent,2.55,1184.029,2.0,undefined,126,15,2,2,1,1,0,0,0,0,0,2,5.0,4.0,4.0,3.0,4.0,353.0,0,0,0,0
WTC plaza 106,2.0250000000000004,118.4029,2.0,Within_6_months,475,11,0,7,0,0,0,0,0,0,0,3,4.0,4.0,4.5,4.0,4.25,151.0,0,0,0,0
independent,3.315,1528.4738,2.0,undefined,114,15,2,2,1,1,0,0,0,0,0,2,5.0,4.0,4.0,3.0,4.0,547.0,0,0,0,0
BPTP Green Oaks,2.595,1227.0846,2.0,undefined,A Block,10,3,1,0,1,0,0,0,0,0,2,5.0,4.0,4.0,4.0,4.25,110.0,0,0,0,0
Supertech Hill Town,3.3600000000000003,2690.975,3.0,undefined,5498,8,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,324.0,0,0,0,0
Ireo Project,1.995,182.9863,2.0,undefined,5745,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,159.0,0,0,0,0
Ireo Project,1.53,1227.0846,2.0,undefined,68489,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,159.0,0,0,0,0
Ireo Project,1.344,1151.7373,2.0,undefined,155,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,312.0,0,0,0,0
wtc plaza 106 ddjay,1.935,1173.2650999999998,2.0,undefined,A05,11,0,7,0,0,0,0,0,0,0,3,4.0,4.0,4.5,4.0,4.25,228.0,0,0,0,0
independent,1.92,1054.8622,2.0,Within_3_months,A05,11,0,7,0,0,0,0,0,0,0,3,4.0,4.0,4.5,4.0,4.25,228.0,0,0,0,0
DLF Gardencity,7.5,4499.3102,1.0,undefined,E-5,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,3.0,4.5,3.875,234.0,0,0,1,0
independent,3.045,1399.307,2.0,undefined,104,15,2,2,1,1,0,0,0,0,0,2,5.0,4.0,4.0,3.0,4.0,1199.0,0,0,0,0
independent,2.22,1259.3763,2.0,undefined,122,3,0,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,932.0,0,0,0,0
independent,1.755,1054.8622,2.0,undefined,Sector 99A Gurgaon,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,3.0,3.0,3.25,775.0,0,0,0,0
independent,2.34,1076.39,2.0,undefined,Sector 112 Gurgaon,15,2,2,1,1,0,0,0,0,0,2,5.0,4.0,4.0,3.0,4.0,848.0,0,0,0,0
G99,9.18,5511.1168,3.0,undefined,221,10,2,1,0,0,0,0,0,0,0,1,4.5,4.0,4.5,4.5,4.375,441.0,0,0,0,0
Vatika Express City,4.32,2249.6551,1.0,undefined,115,6,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,282.0,0,0,0,0
ireo savannah,1.875,1614.585,2.0,undefined,785,12,0,5,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,276.0,0,0,0,0
ireo savannah,1.4280000000000002,1227.0846,2.0,undefined,485,12,0,5,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,276.0,0,0,0,0
ireo sector 35,1.344,129.1668,2.0,undefined,4587,12,0,5,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,276.0,0,0,0,0
Sohna Greens Sector 5 Sohna,1.32,1442.3626,1.0,undefined,112,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,1585.0,0,0,0,0
Breez Flora Avenue 88A,1.92,1151.7373,2.0,undefined,205,8,2,1,0,1,0,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,1379.0,0,0,0,0
IreoSavannah Sector 35 Sohna,1.905,1517.7098999999998,1.0,undefined,101,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,5.0,4.25,1067.0,0,0,0,0
ireo Savannah DDJAY Sector 35 Sohna,1.98,1474.6543,2.0,undefined,205,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,5.0,4.25,1067.0,0,0,0,0
ireo savannah Sector 35 Sohna,1.545,1237.8485,1.0,undefined,0007,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,5.0,4.25,1067.0,0,0,0,0
Ireo Savannah Sector 35 Sohna,1.86,1485.4181999999998,1.0,undefined,009,12,0,5,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,1067.0,0,0,0,0
Ireo Savannah Sector 35 Sohna,1.815,1453.1265,1.0,undefined,103,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,1067.0,0,0,0,0
Breez Flora Avenue 88A,2.595,1560.7655,1.0,undefined,003,8,2,1,0,1,0,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,1379.0,0,0,0,0
Ireo Savannah Sector 35 Sohna,1.3275,1065.6261,1.0,undefined,205,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,1067.0,0,0,0,0
Breez Flora Avenue 88A,1.755,1054.8622,1.0,undefined,205,8,2,1,0,1,0,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,1379.0,0,0,0,0
independent,2.01,1614.585,2.0,undefined,504,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,5.0,4.25,1068.0,0,0,0,0
Floora Avenue,2.355,1345.4875,2.0,undefined,Sector 88A Gurgaon,3,0,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,338.0,0,0,0,0
independent,1.44,1151.7373,2.0,undefined,515,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,5.0,4.25,1527.0,0,0,0,0
independent,12.0,87123.0066,1.0,Immediate,Sohna,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,5.0,4.0,4.25,132.0,0,0,0,0
Vatika India Next4.1 ★,8.625,4499.3102,1.0,undefined,Sector Road,8,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,119.0,0,0,0,0
Vatika India Next Plots3.6 ★,12.0,8998.6204,2.0,undefined,Sector 83 Gurgaon,15,2,5,1,0,0,0,0,0,0,0,5.0,5.0,4.0,5.0,4.75,57.0,0,0,0,0
Vatika India Next Plots3.6 ★,4.755,2163.5439,1.0,undefined,J09,15,2,5,1,0,0,0,0,0,0,0,5.0,5.0,4.0,5.0,4.75,108.0,0,0,0,0
Vatika India Next Plots3.6 ★,5.67,3239.9339,2.0,undefined,K-9,15,2,5,1,0,0,0,0,0,0,0,5.0,5.0,4.0,5.0,4.75,73.0,0,0,0,0
Vatika Xpressions,4.199999999999999,2809.3779,1.0,undefined,H-0,7,2,1,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,144.0,0,0,0,0
Vatika Xpressions,5.28,2884.7252,1.0,undefined,H-0,7,2,1,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,144.0,0,0,0,0
Vatika Xpressions,5.4,3595.1426,1.0,undefined,H09,7,2,1,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,179.0,0,0,0,0
Vatika India Next Plots3.6 ★,4.949999999999999,2701.7389,1.0,undefined,K-12,15,2,5,1,0,0,0,0,0,0,0,5.0,5.0,4.0,5.0,4.75,118.0,0,0,0,0
Vatika India Next Plots3.6 ★,4.86,2163.5439,2.0,undefined,J-14,15,2,5,1,0,1,0,0,0,0,0,5.0,5.0,4.0,5.0,4.75,137.0,1,0,1,1
Vatika India Next Plots3.6 ★,3.06,2163.5439,1.0,undefined,J-12,15,2,5,1,0,0,0,0,0,0,0,5.0,5.0,4.0,5.0,4.75,80.0,0,0,0,0
Vatika Xpressions,2.94,1603.8211,1.0,undefined,Sector 88B Gurgaon,7,2,1,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,460.0,0,0,1,0
independent,4.050000000000001,1539.2377,1.0,Immediate,Cuz,46,5,11,7,0,0,0,0,0,1,0,5.0,4.0,5.0,4.0,4.5,73.0,0,0,0,0
BPTP Amstoria3.8 ★,8.19,3509.0314,1.0,Immediate,A-55,11,2,1,0,0,0,0,0,0,1,2,4.0,4.5,4.0,4.0,4.125,1787.0,0,0,1,1
BPTP Amstoria3.8 ★,19.395,12249.3182,1.0,Immediate,D-01d,11,2,1,0,0,0,0,0,0,1,2,4.0,4.5,4.0,4.0,4.125,1787.0,0,0,1,1
Supertech Hill Town,3.375,2690.975,1.0,undefined,K Block,8,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,1106.0,0,0,0,0
independent,1.755,1754.5157,1.0,Immediate,New Palam Vihar Phase 2,19,2,5,1,1,0,0,0,0,1,2,4.0,4.0,4.5,4.0,4.25,287.0,0,0,0,1
independent,0.216,721.1813,2.0,undefined,100,18,0,6,6,0,0,0,0,0,0,0,5.0,4.0,4.0,5.0,4.5,356.0,0,0,1,0
KULDEEP AVENUE,0.243,807.2925,1.0,Immediate,100,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,356.0,0,0,1,0
independent,0.2774999999999999,904.1676,1.0,undefined,Dhumaspur,6,0,2,2,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,112.0,0,0,0,0
independent,6.315,2368.058,1.0,Immediate,Sector 45 Gurgaon,48,7,6,14,1,0,0,0,0,1,1,4.0,4.0,5.0,4.0,4.25,140.0,0,0,0,0
Vatika India Next4.1 ★,8.25,3304.5173,2.0,undefined,Sector 82 Gurgaon,8,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,511.0,0,0,1,0
BPTP Green Oaks,2.355,1184.029,2.0,undefined,Sector 70A Gurgaon,10,3,1,0,1,0,0,0,0,0,2,5.0,4.0,4.0,4.0,4.25,146.0,0,0,1,0
independent,0.75,904.1676,1.0,Immediate,New Palam Vihar Phase 1,31,2,12,1,1,0,0,0,0,1,5,4.0,4.0,4.5,4.0,4.25,62.0,0,0,0,0
independent,2.4000000000000004,957.9871,1.0,Within_6_months,Sector 110 A Gurgaon,24,4,3,2,1,0,0,0,0,0,2,4.5,4.0,4.0,4.0,4.125,49.0,0,0,0,0
North East Huda Plot,4.199999999999999,1442.3626,2.0,Immediate,Sector 47 Gurgaon,47,5,11,5,0,0,0,0,0,1,0,5.0,4.5,5.0,5.0,4.875,144.0,0,0,1,1
North East Facing,4.26,1442.3626,2.0,undefined,Sector 47 Gurgaon,47,5,11,5,0,0,0,0,0,0,0,5.0,4.5,5.0,5.0,4.875,122.0,0,0,1,1
North East Plot,4.245,1453.1265,2.0,undefined,Sector 47 Gurgaon,47,5,11,5,0,0,0,0,0,0,0,5.0,4.5,5.0,5.0,4.875,142.0,0,0,1,1
independent,2.25,2766.3223,1.0,Immediate,New Palam Vihar,32,3,11,1,1,0,0,0,0,1,5,4.0,4.0,4.0,4.0,4.0,39.0,0,0,0,0
