property_type,society,price,price_per_sqft,bedRoom,bathroom,balcony,noOfFloor,facing,agePossession,area,has_builtup_area,locality,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,environment,lifestyle,connectivity,safety,overall_rating,nearby_count,school_count,hospital_count,bank_count,metro_count,ready_to_move,corner_plot,park_facing,freehold,newly_renovated,rental_income,fully_furnished
house,independent,0.8250000000000001,10085,2,2,1,2,South-East,Moderately Old,818.0,1,"Street No 3, Phase 2, Sector 3A Gurgaon",0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,huda plot sector 38,6.449999999999999,399483,13,13,3+,5,North-West,Relatively New,161.0,1,"Islampur Village, Sector 38",0,0,0,0,0,1,0,4.0,4.0,5.0,4.0,4.25,47,4,5,6,0,0,0,0,0,0,0,0
house,not applicable,0.6000000000000001,13935,1,1,1,1,Na,Moderately Old,431.0,0,Laxman Vihar,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,49,1,14,5,0,0,0,0,1,0,0,0
house,independent,4.5,17866,4,4,0,3,North-East,Undefined,2519.0,0,"Gurgaon, Haryana, India, Sector 67 Gurgaon",0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,18,0,6,6,0,1,0,0,0,0,0,0
house,row house,0.645,13935,3,3,3,2,Na,Relatively New,463.0,1,"Near Railway Station, Rajendra Park",0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,38,2,11,4,0,0,0,0,0,0,0,0
house,independent,0.48,10618,2,3,1,1,North-East,Relatively New,452.0,1,"Sector 8, Arjun Nagar",0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,0.705,11293,2,1,1,1,East,Moderately Old,624.0,0,Laxman Vihar Phase 2,0,0,1,0,0,0,0,4.0,4.0,5.0,4.0,4.25,49,1,15,5,0,0,0,0,0,0,0,0
house,ardee city3.8 â˜…,8.25,273732,9,9,3+,3,South,Moderately Old,301.0,0,Sector 52 Gurgaon,0,1,0,1,1,2,14,4.0,5.0,5.0,4.0,4.5,44,2,5,8,0,0,0,0,0,0,0,0
house,madan puri,1.125,18664,3,5,3,3,South-East,Moderately Old,603.0,0,Madanpuri,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,50,1,23,1,0,0,0,0,0,0,0,0
house,independent,1.065,15222,4,2,1,2,Na,New Property,700.0,0,Surat Nagar,0,0,0,0,0,0,0,3.0,3.0,4.0,4.0,3.5,49,1,14,5,0,0,0,0,0,0,0,0
house,independent,0.5700000000000001,12608,2,2,1,1,Na,Moderately Old,452.0,0,Rajendra Place,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,50,1,22,1,0,0,0,0,0,0,0,0
house,indiabulls centrum park3.7 â˜…,4.875,12175,4,3,3+,20,Na,Undefined,4004.0,0,Sector 103 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,15,1,1,0,1,0,0,0,1,0,0,0
house,jacobpura,0.795,22381,4,4,2,3,East,Relatively New,355.0,0,Jacobpura,0,0,0,0,0,0,0,3.0,4.0,5.0,4.0,4.0,50,1,20,2,0,0,0,0,0,0,0,0
house,huda flats,3.45,25641,5,3,3+,3,North-East,Old Property,1346.0,0,Sector 7 Gurgaon,1,1,0,1,0,0,14,4.0,4.0,4.0,4.0,4.0,50,1,22,5,0,0,0,0,0,0,0,0
house,independent,2.25,17275,10,7,3,4,East,Moderately Old,1302.0,0,Rajiv Nagar,0,0,0,0,0,0,0,3.0,4.0,5.0,4.0,4.0,50,1,11,11,0,0,0,0,0,0,0,0
house,rattan garden,1.65,13102,9,3,3,3,Na,Old Property,1259.0,0,Rattan Garden,0,0,0,0,0,0,5,3.0,4.0,3.0,4.0,3.5,50,1,17,1,0,0,0,0,0,0,0,0
house,independent,2.0250000000000004,15050,5,5,1,3,Na,Old Property,1346.0,1,Mianwali Colony,0,0,0,0,0,0,24,3.0,4.0,4.0,4.0,3.75,7,0,1,0,0,0,0,0,0,0,0,0
house,krishna palace,1.95,21567,6,4,2,3,North-East,Moderately Old,904.0,0,Sadar Bazar,1,0,0,0,1,0,4,5.0,5.0,5.0,5.0,5.0,50,1,18,4,0,0,0,0,0,0,0,0
house,independent,1.875,17419,5,5,1,2,South,New Property,1076.0,1,"8 Biswa, Daya Kishan Katariya Marg, Dayanand Colony",0,0,0,1,0,0,0,4.0,5.0,5.0,4.0,4.5,50,1,13,5,0,0,0,0,0,0,0,0
house,dlf city plots phase 3,2.16,40134,4,2,2,1,Na,Old Property,538.0,0,DLF Phase 3,0,0,0,0,0,0,5,4.0,5.0,5.0,4.0,4.5,44,0,3,11,6,0,0,0,0,0,0,0
house,naman residency,0.75,16590,2,2,2,2,West,New Property,452.0,0,Laxman Vihar,1,1,0,1,1,0,9,4.0,4.0,5.0,4.0,4.25,49,1,12,5,0,0,0,0,0,0,0,0
house,independent,1.5,12332,9,7,3+,3,North,Moderately Old,1216.0,0,"Gali No 15, Palam Vihar Extension",0,0,0,1,0,0,0,4.0,4.0,4.0,4.0,4.0,48,3,5,11,1,0,0,0,0,0,0,0
house,independent,8.25,19653,9,9,3+,3,South,Moderately Old,4198.0,0,Sector 23A Gurgaon,0,1,0,0,1,2,0,5.0,4.0,4.0,5.0,4.5,26,2,2,3,1,0,0,0,0,0,0,0
house,housing board colony,8.25,45895,4,3,3,2,North,Old Property,1798.0,0,Saraswati Vihar,0,0,0,1,1,0,13,4.0,5.0,5.0,4.0,4.5,48,0,5,12,3,0,0,0,0,0,0,0
house,independent,1.2000000000000002,17696,5,3,1,2,Na,Moderately Old,678.0,0,Laxman Vihar,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,49,1,12,5,0,0,0,0,0,0,0,0
house,independent,1.35,14931,7,4,3+,4,Na,Moderately Old,904.0,0,Shakti Nagar,0,0,0,0,0,0,4,4.0,4.0,5.0,4.0,4.25,50,0,25,1,0,0,0,0,0,0,0,0
house,independent,6.449999999999999,44061,6,4,2,2,Na,Moderately Old,1464.0,0,Sector 47 Gurgaon,0,0,0,0,1,0,0,5.0,4.0,5.0,5.0,4.75,47,4,2,4,0,0,0,0,0,0,0,0
house,sai kripa floors 5,1.35,16949,5,5,3,3,Na,Relatively New,797.0,0,Sector 11 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,50,1,23,2,0,0,0,0,1,0,0,0
house,independent,4.875,45748,4,4,3,3,Na,Old Property,1066.0,0,DLF Phase 3,0,0,0,0,0,0,9,4.0,5.0,5.0,4.0,4.5,44,0,3,11,6,0,0,0,0,0,0,0
house,independent,0.5700000000000001,12608,1,1,1,1,North-West,Moderately Old,452.0,0,"Laxman Vihar, Railway Road,Gurgaon",0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,49,1,14,5,0,1,0,0,0,0,0,0
house,independent,5.565,29713,3,3,1,4,Na,Moderately Old,1873.0,0,Mianwali Colony,0,0,0,1,0,0,0,3.0,4.0,4.0,4.0,3.75,50,1,15,3,0,0,0,0,0,0,0,0
house,dlf city plot phase 4,19.5,2988,10,10,3+,1,Na,Undefined,65261.0,0,"Sector 28, DLF Phase 4",0,0,0,0,0,0,0,5.0,4.0,5.0,5.0,4.75,47,0,6,5,4,0,0,0,0,0,0,0
house,independent,0.6000000000000001,11376,2,2,1,1,Na,Relatively New,527.0,0,Palam Vihar Extension,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,0.8250000000000001,153290,4,4,0,2,Na,Undefined,54.0,1,"Sector 105, Rajendra Park",0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,rattan garden,1.95,20355,5,3,2,3,Na,Old Property,958.0,1,"Sector 7, New Colony",0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,50,1,14,4,0,0,0,0,0,0,0,0
house,signature global city 92,1.125,11743,2,2,3,1,Na,Undefined,958.0,1,Sector 92,0,0,0,0,0,0,0,5.0,4.0,4.0,3.0,4.0,11,0,0,0,0,0,0,0,0,0,0,0
house,independent,0.4499999999999999,8361,1,1,2,1,Na,New Property,538.0,0,sector-5 sheetla colony,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,0.27,5972,2,1,1,1,East,Relatively New,452.0,0,Damdma,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,2.325,22041,2,3,2,1,North,New Property,1055.0,0,Sohna,1,0,0,1,0,2,33,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,1,0,0,0
house,independent,0.48,8576,5,1,0,1,Na,Undefined,560.0,1,Garhi Harsaru,0,0,0,0,0,0,0,4.0,3.0,4.0,3.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,6.0,29650,5,4,1,2,North-East,Undefined,2024.0,1,Sector 11 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,46,2,10,2,1,0,0,0,0,0,0,0
house,independent,0.5700000000000001,105910,2,2,2,1,Na,Undefined,54.0,0,"Sector 105, Rajendra Park",0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,unitech escape3.8 â˜…,18.0,55557,5,6,3+,3,East,Undefined,3240.0,0,"Sector 50, Nirvana Country",0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,11,1,1,0,1,0,0,0,0,0,0,0
house,project housing board colony,12.0,95285,2,1,0,1,Na,Undefined,1259.0,1,Sector 31 Gurgaon,0,0,0,0,0,0,0,5.0,5.0,5.0,4.0,4.75,49,4,6,8,0,0,0,0,0,0,0,0
house,independent,0.675,13633,1,1,1,3,East,Undefined,495.0,0,Sector 8 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,1.7999999999999998,6662,7,3,0,3,Na,Undefined,2702.0,1,Sector 11 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,bhim nagar society,0.6000000000000001,3741,4,2,2,1,East,Undefined,1604.0,1,Sector 6 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,26,0,4,0,0,0,0,0,0,0,0,0
house,independent,1.5,10026,1,1,0,1,Na,Undefined,1496.0,1,Ashok Vihar Phase 3 Extension,0,0,0,0,0,0,0,3.0,4.0,4.0,4.0,3.75,48,2,10,2,1,0,0,0,0,0,0,0
house,independent,0.75,5574,5,2,0,2,Na,Undefined,1346.0,1,Delhi NCR,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,1.725,19078,2,2,3,4,North,Undefined,904.0,0,New Jyoti Park,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,50,1,23,5,0,0,0,0,0,0,0,0
house,independent,1.0499999999999998,9954,3,3,0,1,Na,Undefined,1055.0,1,"Sector 3a, Laxman Vihar",0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,shivaji nagar residential,4.62,17100,6,4,2,1,Na,Undefined,2702.0,1,Shivaji Nagar,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,50,1,19,2,0,0,0,0,0,0,0,0
house,independent,4.425000000000001,30452,2,2,0,1,North,Undefined,1453.0,1,Sector 56 Gurgaon,0,0,0,0,0,0,0,4.0,5.0,5.0,4.0,4.5,45,1,5,14,3,0,0,0,0,0,0,0
house,unitech uniworld resorts,12.0,26671,6,5,3+,4,Na,Undefined,4499.0,1,Sector 33 Gurgaon,0,0,0,0,0,0,0,3.0,4.0,4.0,4.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0
house,vatika india next4.1 â˜…,9.75,30093,4,3,0,2,Na,Undefined,3240.0,1,Sector 82 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,8,1,1,0,0,0,0,0,0,0,0,0
house,independent,4.5,17275,7,7,0,3,Na,Undefined,2605.0,1,Sector 7 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,raj villas,12.0,38311,6,5,3+,4,East,Undefined,3132.0,0,"Sector 63,gurgaon, Sector 52 Gurgaon",0,0,0,0,0,0,0,4.0,5.0,5.0,4.0,4.5,5,0,1,1,0,0,0,0,0,0,0,0
house,independent,4.125,18513,6,6,2,2,Na,Undefined,2228.0,1,Sector 12A Gurgaon,0,0,0,0,0,0,0,3.0,4.0,4.0,4.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,3.375,25286,5,3,0,2,Na,Undefined,1335.0,1,Sector 7 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,2.175,12100,3,2,1,1,North,Relatively New,1798.0,1,Gandhi Nagar,0,0,0,0,0,0,0,4.0,4.0,5.0,3.0,4.0,12,0,5,0,0,0,0,0,0,0,0,0
house,independent,5.25,23909,3,3,1,2,North-East,Undefined,2196.0,1,"Lajpat Nagar Near Miawali Colony, Lajpat Nagar",0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,1.23,5860,3,2,1,1,North,Undefined,2099.0,0,Sohna Gurgaon Road,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,46,1,6,6,0,0,0,0,0,0,0,0
house,sobha city,15.75,21486,5,4,3+,1,East,Undefined,7330.0,1,Sector 108 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,13,1,1,0,0,0,0,0,0,0,0,0
house,independent,0.5700000000000001,6304,3,3,3,3,Na,Relatively New,904.0,0,Jacobpura,0,0,0,0,0,0,0,3.0,4.0,5.0,4.0,4.0,50,1,20,2,0,0,0,0,0,0,0,0
house,unitech uniworld resorts,15.0,273244,5,6,3,4,North-East,New Property,549.0,0,Sector 33 Gurgaon,1,1,0,0,0,0,14,3.0,4.0,4.0,4.0,3.75,47,1,19,0,0,0,1,0,0,0,0,0
house,mahavir pura,1.125,116129,2,3,2,3,Na,Old Property,97.0,0,Mahavir pura,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,50,2,16,2,0,0,0,0,0,0,0,0
house,independent,6.9,39816,7,6,3+,4,Na,Moderately Old,1733.0,0,Malibu Town,0,0,0,0,0,2,28,5.0,4.0,5.0,5.0,4.75,45,3,2,5,0,0,0,0,0,0,0,1
house,independent,0.75,8295,2,1,2,1,Na,Moderately Old,904.0,0,Sohna Road,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,47,3,6,4,0,0,0,0,0,0,0,0
house,independent,10.5,295601,10,11,3+,4,South-East,Relatively New,355.0,1,Sector 39 Gurgaon,0,0,0,1,0,2,14,4.0,4.0,5.0,4.0,4.25,49,5,5,8,0,0,0,0,0,0,0,0
house,independent,1.4249999999999998,14235,5,3,2,2,West,Relatively New,1001.0,0,Sector 37B Gurgaon,0,0,0,1,0,0,0,4.0,4.0,5.0,4.0,4.25,21,0,8,0,0,0,0,0,0,0,0,0
house,independent,2.4000000000000004,26864,1,1,2,2,Na,Old Property,893.0,0,Sector 39 Gurgaon,0,0,0,0,0,0,23,4.0,4.0,5.0,4.0,4.25,48,6,5,9,0,1,0,0,1,0,0,0
house,independent,0.4349999999999999,4869,2,1,0,0,West,Old Property,893.0,0,Garhi Harsaru,0,0,0,0,0,0,0,4.0,3.0,4.0,3.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
house,"nirmal enclave, maruti kunj road",0.36,7963,2,2,0,2,North,Relatively New,452.0,0,Bhondsi,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,8.399999999999999,46730,4,3,3+,3,South-West,Moderately Old,1798.0,0,G block DLF City Phase 1,0,0,0,0,0,0,17,4.0,4.0,5.0,4.0,4.25,45,0,5,8,7,0,0,0,0,0,0,0
house,independent,0.8250000000000001,6905,2,2,0,2,North-East,Undefined,1195.0,0,"Gurgaon, Haryana, India, Manohar Nagar",0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,50,1,25,1,0,0,0,0,0,0,0,0
house,ansals palam vihar,7.5,18730,6,4,0,3,Na,Undefined,4004.0,1,Palam Vihar,0,0,0,0,0,0,0,5.0,5.0,5.0,4.0,4.75,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,2.7,29862,1,1,2,3,North-East,Relatively New,904.0,1,Sector 39 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,48,6,6,9,0,0,0,0,0,0,0,0
house,independent,2.25,24885,9,3,3+,3,Na,Undefined,904.0,0,Delhi NCR,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,ansal esencia sovereign floors,1.5750000000000002,10603,3,3,3,3,South-East,Undefined,1485.0,1,Park View,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,19,0,6,6,0,0,0,0,0,0,0,0
house,independent,2.7,12118,8,5,2,1,South,Undefined,2228.0,0,"Near Shree Shyam Medical Store, Pataudi Chowk",0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,0.66,6387,3,2,1,1,Na,Relatively New,1033.0,0,Bhondsi,0,0,0,1,1,0,28,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,1,1,0,1,1,0,0
house,rattan garden,1.245,26287,5,3,2,3,East,Undefined,474.0,0,"Rattan Garden, New Colony, New Colony",0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,50,1,14,4,0,0,0,0,0,0,0,0
house,greenopolis,1.0499999999999998,8062,2,2,2,14,North-East,Undefined,1302.0,1,"gurgaon, Sector 89 Gurgaon",0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,1.47,13657,9,4,3,1,South,Undefined,1076.0,0,Palam Vihar Extension,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,vipul world3.9 â˜…,5.025,8381,6,5,3+,3,South,Undefined,5996.0,1,Sector 48 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,15,2,3,1,0,0,0,0,0,0,0,0
house,independent,0.705,5240,3,4,0,3,Na,Undefined,1345.0,1,"Sector 3a, Laxman Vihar",0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,1.7999999999999998,16723,5,4,2,3,Na,Undefined,1076.0,1,"Sector 7, Jyoti Park",0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,50,1,24,5,0,0,0,0,0,0,0,0
house,independent,13.5,149309,10,5,3+,4,Na,Old Property,904.0,0,Rajiv Nagar,0,0,0,0,0,0,0,3.0,4.0,5.0,4.0,4.0,50,1,11,11,0,0,0,0,0,0,0,0
house,spaze privy3.9 â˜…,4.635,12702,5,5,3+,14,East,Relatively New,3649.0,1,"Tower- H, Spaze Privy Sector -72,gurgaon, Sector 72 Gurgaon",0,1,0,0,0,0,16,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,satya the hermitage3.5 â˜…,4.725,10045,4,5,0,12,East,Undefined,4704.0,1,Sector 103 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,15,1,1,0,2,0,0,0,0,0,0,0
house,independent,2.55,14186,3,3,0,1,Na,Undefined,1798.0,1,Sector 12A Gurgaon,0,0,0,0,0,0,0,3.0,4.0,4.0,4.0,3.75,50,1,16,3,0,0,0,0,0,0,0,0
house,independent,7.125,15836,6,7,0,4,Na,Undefined,4499.0,1,"palam Vihar , Hblock ... ..Opposite Nri Ansals Celebrity Homes ..., Sector 1 Gurgaon",0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,2.475,27373,2,3,0,3,Na,Undefined,904.0,1,Sector 9 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,sare crescent parc royal greens phase 1,1.275,7312,4,4,3,4,Na,Undefined,1744.0,1,Sector 92 Gurgaon,0,0,0,0,0,0,0,5.0,4.0,4.0,3.0,4.0,8,0,0,0,0,0,0,0,0,0,0,0
house,independent,3.0,11238,4,3,0,1,North,Undefined,2670.0,1,Sohna Gurgaon Road,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,1.11,11088,3,3,0,2,Na,Undefined,1001.0,1,"Sector 105, Vishnu Garden",0,0,0,0,0,0,0,3.0,4.0,4.0,4.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,2.7750000000000004,24094,4,3,2,3,Na,Undefined,1152.0,0,Sector 1 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,0.6000000000000001,12118,2,1,0,1,South,Undefined,495.0,1,"Delhi Gurgaon Expressway, Ashok Vihar Phase 2",0,0,0,0,0,0,0,3.0,4.0,4.0,4.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,1.275,14101,5,3,3,1,Na,Undefined,904.0,0,Ashok Vihar Phase 2,0,0,0,0,0,0,0,3.0,4.0,4.0,4.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,1.035,13736,1,1,1,2,Na,Undefined,753.0,1,Gali No 9,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,48,3,6,5,0,0,0,0,0,0,0,0
house,anshul,1.275,11613,2,2,0,4,North-East,Undefined,1098.0,0,"Gurgaon, Haryana, India, Sector 6 Gurgaon",0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,50,2,15,1,0,0,0,0,0,0,0,0
house,independent,2.1,14036,2,2,1,2,North-East,Old Property,1496.0,0,Subhash Nagar,0,0,0,0,0,0,0,3.0,4.0,5.0,4.0,4.0,50,1,18,1,0,0,0,0,0,0,0,0
house,independent,2.7,8927,5,5,3+,3,Na,Moderately Old,3025.0,0,ravi nager basai road,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,50,1,22,1,0,0,0,0,0,0,0,0
house,independent,1.0499999999999998,5245,4,4,0,2,East,Undefined,2002.0,0,"Gurgaon, Haryana, India, Begampur Khatola",0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,14,0,3,1,0,0,1,0,0,0,0,0
house,independent,1.0499999999999998,14559,4,3,2,3,West,Relatively New,721.0,0,Dhankot,0,0,1,1,0,0,4,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,shivpuri,3.6,13325,10,5,3,2,North,Old Property,2702.0,0,Shivpuri,1,1,0,1,0,0,0,4.0,5.0,5.0,5.0,4.75,50,1,12,5,0,0,1,0,0,0,0,0
house,independent,5.025,40595,1,1,0,1,East,Old Property,1238.0,0,C Block Sushant Lok Phase 1,0,0,0,0,0,0,10,4.0,4.0,4.0,4.0,4.0,46,1,4,5,2,0,0,0,0,0,0,0
house,independent,10.5,48531,3,2,0,1,Na,Undefined,2164.0,1,Nirvana Country,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,2.475,20715,1,1,0,1,Na,Undefined,1195.0,1,Sector 41,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,49,1,3,9,1,0,0,0,0,0,0,0
house,independent,0.8999999999999999,8991,1,1,0,1,Na,Undefined,1001.0,1,Sector 3a,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,49,1,14,5,0,0,0,0,0,0,0,0
house,independent,3.645000000000001,22278,4,4,2,3,South-West,Old Property,1636.0,1,Shivpuri,1,0,1,1,0,0,26,4.0,5.0,5.0,5.0,4.75,50,1,20,4,0,0,0,1,0,0,0,0
house,independent,5.25,13817,1,1,0,1,Na,Undefined,3800.0,1,"Sector 3, Sohna",0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,0.51,10300,1,1,0,1,Na,Undefined,495.0,1,Sector 110,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,36,2,6,2,1,0,0,0,0,0,0,0
house,independent,1.125,15836,6,4,1,3,Na,Moderately Old,710.0,0,Sector 6 Gurgaon,0,0,0,0,0,0,30,4.0,4.0,5.0,4.0,4.25,50,2,15,1,0,0,0,0,0,0,0,0
house,independent,0.8250000000000001,10949,1,1,0,1,Na,Undefined,753.0,1,"Laxman Vihar, Sector 3a",0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,49,1,14,5,0,0,0,0,0,0,0,0
house,independent,1.0499999999999998,12194,4,2,0,2,North,Old Property,861.0,0,Gandhi Nagar,0,0,0,0,0,0,4,4.0,4.0,5.0,3.0,4.0,50,0,24,0,0,0,0,0,0,0,0,0
house,independent,9.375,10418,3,3,0,1,Na,Moderately Old,8999.0,0,Sohna Road,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,47,3,6,4,0,0,0,0,1,0,0,0
house,independent,1.7999999999999998,21168,4,4,2,2,North,Relatively New,850.0,1,Sector 12,0,0,0,1,0,2,5,3.0,4.0,5.0,4.0,4.0,50,1,20,2,0,0,0,0,0,0,0,0
house,independent,0.735,6382,2,2,1,3,Na,New Property,1152.0,0,Sohna Road,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,47,3,6,4,0,0,0,0,1,0,0,0
house,hans enclave,3.0,15836,10,10,3,3,Na,Moderately Old,1894.0,1,Rajiv Chowk,0,0,0,0,0,0,0,3.0,4.0,4.0,4.0,3.75,48,2,17,3,0,0,0,0,1,0,0,0
house,independent,0.5549999999999999,13935,1,1,0,3,Na,Moderately Old,398.0,0,devi lal colony gali no 12 gurgaon nr omkar public school,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,50,1,22,1,0,0,0,0,1,0,0,0
house,ss omnia,0.63,117058,5,3,2,3,Na,Relatively New,54.0,0,Sector 86 Gurgaon,0,0,0,0,0,0,0,5.0,5.0,4.0,4.0,4.5,9,0,0,0,0,0,0,0,0,0,0,0
house,independent,1.125,10452,3,1,0,1,Na,Undefined,1076.0,1,"Gurgaon, Sector 36 Gurgaon",0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,15,0,5,0,0,0,0,0,0,0,0,0
house,independent,5.25,23337,10,1,0,1,Na,New Property,2250.0,1,Sector 11,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,50,1,23,2,0,0,0,0,0,0,0,0
house,independent,6.75,50168,5,5,3+,2,Na,Old Property,1345.0,0,DLF Phase 1,0,0,0,0,0,0,4,5.0,5.0,5.0,5.0,5.0,46,0,6,11,6,0,0,0,0,0,0,0
house,independent,1.7399999999999998,11304,1,1,0,1,Na,Undefined,1539.0,1,Sector 37d,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3,0,2,0,0,0,0,0,0,0,0,0
