property_type,society,price,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,builtup_area_sqft,carpet_area_sqft,Super_Built_up_area,has_super_builtup,has_builtup_area,has_carpet_area,locality,study room,servant room,store room,pooja room,others,luxury_score,environment,lifestyle,connectivity,safety,overall_rating,nearby_count,school_count,hospital_count,bank_count,metro_count,ready_to_move,corner_property,park_facing,freehold,rental_income,fully_furnished,newly_renovated
flat,sidhartha ncr one phase 14.2 â˜…,0.56,4105.0,1364.0,2,2,2,10.0,Unknown,1 to 5 Year Old,1276.2714375066485,1179.9221085553256,1364.001408,1,0,0,Sector 95 Gurgaon,0,0,0,0,0,10,5.0,5.0,5.0,5.0,5.0,4,0,0,0,0,0,0,0,0,0,0,0
flat,ramprastha the edge towers3.5 â˜…,0.71,5420.0,1310.0,2,2,3,10.0,South-East,0 to 1 Year Old,1100.0,1000.0,1309.96663,1,1,1,Sector 37D Gurgaon,0,0,0,0,1,7,5.0,5.0,5.0,5.0,5.0,15,3,1,3,0,0,0,0,1,0,0,0
flat,supertech araville,0.78,6024.0,1295.0,2,2,3+,0.0,Unknown,0 to 1 Year Old,1219.428280935998,1124.4274666288773,1295.004809,1,0,0,Sector 79 Gurgaon,0,0,0,0,1,13,5.0,5.0,5.0,5.0,5.0,4,0,0,0,0,1,0,1,0,0,0,0
flat,imperia aashiyara,0.4,5882.0,680.0,2,2,3,3.0,Unknown,Under Construction,712.7827549802017,679.955563,737.5082902596944,0,0,1,Sector 37C Gurgaon,0,0,0,0,0,24,5.0,5.0,5.0,5.0,5.0,12,1,1,0,0,0,0,1,0,0,0,0
flat,sare homes,0.6,5000.0,1200.0,3,2,3,4.0,Unknown,5 to 10 Year Old,1141.165963918436,1199.959572,1225.8089288616045,0,0,1,Sector 92 Gurgaon,0,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,8,0,0,0,0,0,0,0,0,1,0,0
flat,greenopolis,0.8,4820.0,1660.0,2,3,3,8.0,Unknown,Under Construction,1520.1203410561047,1417.9860797180606,1660.008658,1,0,0,Sector 89 Gurgaon,1,0,0,0,1,10,5.0,5.0,5.0,5.0,5.0,7,0,0,0,0,0,0,0,0,0,0,0
flat,pivotal devaan,0.41,7032.0,583.0,2,2,2,10.0,East,0 to 1 Year Old,565.0,483.0,582.972824,1,1,1,Sector 84 Gurgaon,0,0,0,0,0,4,5.0,5.0,5.0,5.0,5.0,15,4,2,1,0,0,0,0,0,0,0,0
flat,today callidora,0.9,5548.0,1622.0,3,3,3,3.0,East,Under Construction,1622.0120909999998,1387.4238131498716,1622.0836778808466,0,1,0,Sector 73 Gurgaon,0,1,0,0,0,11,5.0,5.0,5.0,5.0,5.0,44,0,5,5,0,0,0,1,1,0,0,0
flat,"m m residency, krishna colony, gurgaon",0.54,5888.0,917.0,2,2,1,3.0,East,1 to 5 Year Old,908.0266405924356,899.9696789999999,960.060696699411,0,0,1,Krishna Colony,0,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,50,1,19,5,0,0,0,0,0,0,0,0
flat,signature global park 4,0.82,7585.0,1081.0,3,2,2,2.0,Unknown,0 to 1 Year Old,1043.132114180648,650.0,1081.018477,1,0,1,Sector 36 Sohna,0,0,0,0,0,2,5.0,5.0,5.0,5.0,5.0,12,2,1,0,1,0,0,0,0,0,0,0
flat,signature global the millennia,0.55,9166.0,600.0,2,2,3,3.0,Unknown,0 to 1 Year Old,610.0,600.0,850.025183,1,1,1,Sector 37D Gurgaon,0,0,0,0,0,14,5.0,5.0,5.0,5.0,5.0,15,0,2,0,0,0,0,1,0,0,0,0
flat,shapoorji pallonji joyville gurugram4.0 â˜…,0.97,10601.0,915.0,2,2,2,12.0,Unknown,Under Construction,906.37901286575,600.0,915.039139,1,0,1,Sector 102 Gurgaon,0,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,13,1,1,0,0,0,0,0,0,0,0,0
flat,shyamkunj ashok vihar pahse 2,0.3,4444.0,675.0,2,2,1,1.0,East,1 to 5 Year Old,708.663685663488,675.0041689999999,732.8130918115991,0,0,1,Ashok Vihar Phase 2,0,0,0,0,0,3,5.0,5.0,5.0,5.0,5.0,49,1,12,5,0,0,0,0,0,0,0,0
flat,mapsko paradise3.9 â˜…,0.95,6300.0,1508.0,3,3,3,1.0,Unknown,5 to 10 Year Old,1394.9006338280055,1339.997911,1515.033153264274,0,0,1,Sector 83 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,15,4,0,3,0,0,0,0,1,0,0,0
flat,mrg world ultimus,0.5,6983.0,716.0,2,2,2,1.0,North-East,Under Construction,742.440054060541,716.0146279999999,771.3137190859804,0,0,1,Sector 90 Gurgaon,0,0,0,0,0,4,5.0,5.0,5.0,5.0,5.0,9,1,1,0,1,0,0,0,0,0,0,0
flat,hsiidc sidco aravali,0.9,3648.0,2467.0,4,4,3,7.0,Unknown,5 to 10 Year Old,2184.9381287737106,2067.032109205652,2466.978241,1,0,0,Sector 1 Imt Manesar,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,12,0,2,0,0,0,0,0,1,0,0,0
flat,assotech blith,0.92,6739.0,1365.0,2,2,3+,22.0,Unknown,Under Construction,1277.0952513699913,1180.726378728173,1364.970159,1,0,0,Sector 99 Gurgaon,0,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,11,1,1,0,1,0,0,0,0,0,0,0
flat,sare crescent parc3.5 â˜…,0.7,5556.0,1260.0,3,3,2,14.0,Unknown,Under Construction,1260.022134,1096.2780105792294,1282.1513102387478,0,1,0,Sector 92 Gurgaon,0,0,0,0,0,7,5.0,5.0,5.0,5.0,5.0,8,0,0,0,0,0,0,1,1,0,0,0
flat,unitech vistas,0.99,6325.0,1565.0,3,4,2,11.0,Unknown,Under Construction,1441.858024038543,1341.5804132975882,1564.9634209999997,1,0,0,Sector 70 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,4,1,0,0,0,0,0,0,1,0,0,0
flat,supertech araville,0.715,6061.0,1180.0,2,2,3+,17.0,North,0 to 1 Year Old,1124.6896866515808,1250.0,1295.004809,1,0,1,Sector 79 Gurgaon,0,0,0,0,1,9,5.0,5.0,5.0,5.0,5.0,4,0,0,0,0,0,0,1,0,0,0,0
flat,ansal housing highland park,0.875,6429.0,1361.0,2,2,3,3.0,Unknown,0 to 1 Year Old,1273.79999591662,1177.5092980367845,1360.987516,1,0,0,Sector 103 Gurgaon,0,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,18,0,6,4,0,0,0,0,0,0,0,0
flat,tulip white3.5 â˜…,0.91,6862.0,1326.0,3,2,2,12.0,Unknown,5 to 10 Year Old,1244.9665106996235,1326.004841,1344.1279297536057,0,0,1,Sector 69 Gurgaon,0,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,43,0,7,11,0,0,0,0,0,0,0,0
flat,ild grand,0.66,5038.0,1310.0,2,2,3+,14.0,Unknown,1 to 5 Year Old,1309.96663,1136.4915192215835,1329.103294719701,0,1,0,Sector 37C Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,6,1,1,0,0,0,0,0,0,0,0,0
flat,unitech vistas,0.5256000000000001,4800.0,1095.0,2,2,2,9.0,Unknown,Under Construction,1054.6655082674465,963.5734320594618,1095.011547,1,0,0,Sector 70 Gurgaon,0,0,0,0,1,4,5.0,5.0,5.0,5.0,5.0,4,1,0,0,0,0,1,0,1,0,0,0
flat,ramprastha the edge towers3.5 â˜…,0.8,5797.0,1380.0,2,2,3,2.0,North-East,1 to 5 Year Old,1300.0,1200.0,1380.039619,1,1,1,Sector 37D Gurgaon,0,0,0,0,0,14,5.0,5.0,5.0,5.0,5.0,15,3,1,3,0,0,0,0,0,0,0,0
flat,sapphire eighty three,0.65,9286.0,700.0,1,1,0,6.0,Unknown,1 to 5 Year Old,699.976417,645.8867137848662,756.2890840520755,0,1,0,Sector 83 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,0,0,0,0,0,0,0
flat,sare crescent parc3.5 â˜…,0.82,5384.0,1523.0,3,3,3+,12.0,West,1 to 5 Year Old,1522.984211,1307.801066038011,1529.1187486085598,0,1,0,Sector 92 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
flat,baani city center,0.88,10945.0,804.0,1,1,2,4.0,Unknown,1 to 5 Year Old,803.9556909999999,600.0,853.9492117724575,0,1,1,Sector 63 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,10,0,1,2,0,0,0,0,0,0,0,0
flat,global hill view,0.3,4599.0,652.0,2,2,2,16.0,South-East,1 to 5 Year Old,689.7159668066046,761.00773,711.2151789503607,0,0,1,Sector-11 sohna,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0
flat,signature global park4.0 â˜…,0.54,7248.0,745.0,2,1,3,1.0,Unknown,Under Construction,766.330656097481,744.9695189999999,798.5458700849331,0,0,1,Sohna,0,0,0,0,0,11,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,1,0,0,0,0
flat,landmark the residency,0.9,6666.0,1350.0,2,2,2,1.0,South-West,1 to 5 Year Old,1264.73804341985,1168.6623261354666,1350.008338,1,0,0,Sector 103 Gurgaon,0,0,0,0,0,7,5.0,5.0,5.0,5.0,5.0,17,0,6,4,0,0,0,0,0,0,0,0
flat,signature global park4.0 â˜…,0.54,7248.0,745.0,2,1,3,1.0,Unknown,Under Construction,766.330656097481,744.9695189999999,798.5458700849331,0,0,1,Sohna,0,0,0,0,0,11,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,1,0,0,0,0
flat,landmark the residency,0.9,6666.0,1350.0,2,2,2,1.0,South-West,1 to 5 Year Old,1264.73804341985,1168.6623261354666,1350.008338,1,0,0,Sector 103 Gurgaon,0,0,0,0,0,7,5.0,5.0,5.0,5.0,5.0,17,0,6,4,0,0,0,0,0,0,0,0
flat,mvn athens3.7 â˜…,0.27,5897.0,458.0,2,2,1,4.0,South-East,1 to 5 Year Old,529.8960773181094,457.788667,529.0414791642636,0,0,1,Sohna,0,0,0,0,1,6,5.0,5.0,5.0,5.0,5.0,10,0,0,5,0,0,0,0,0,0,0,0
flat,raheja navodaya3.6 â˜…,0.85,4271.0,1990.0,3,3,3,2.0,North-West,1 to 5 Year Old,1791.978915959215,1683.3952367575962,1990.029832,1,0,0,Sector 92 Gurgaon,0,0,0,0,0,16,5.0,5.0,5.0,5.0,5.0,11,1,1,2,0,1,0,1,0,0,0,0
flat,m3m urbana,0.95,10895.0,872.0,1,1,1,17.0,South-West,1 to 5 Year Old,826.0216859999999,784.2211835145634,917.8039106665534,0,1,0,Sector 67 Gurgaon,0,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,23,0,6,7,0,0,0,0,0,0,0,0
flat,experion the heartsong3.9 â˜…,0.87,11845.0,734.0,2,3,3,2.0,South-West,1 to 5 Year Old,978.23,734.43,1282.949241,1,1,1,Sector 108 Gurgaon,0,1,0,0,0,20,5.0,5.0,5.0,5.0,5.0,9,1,1,0,0,0,0,0,0,0,0,0
flat,signature global city 92,0.78,8047.0,969.0,2,2,2,2.0,Unknown,Under Construction,950.8649614862588,862.23539028073,1196.94568,1,0,0,Sector 92 Gurgaon,0,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,0,0,1,0,0,0,0
flat,the khushboo cooperative housing society ltd3.9 â˜…,0.88,4888.0,1800.0,3,3,2,2.0,North-West,10+ Year Old,1635.454281924091,1123.0,1800.046997,1,0,1,Sector 9A Gurgaon,0,0,0,0,0,5,5.0,5.0,5.0,5.0,5.0,46,1,4,9,2,0,1,1,0,0,0,0
flat,raheja vedaanta3.6 â˜…,0.7,4651.0,1505.0,2,2,2,12.0,South,5 to 10 Year Old,1392.429192237977,1293.3242029267635,1505.008498,1,0,0,Sector 108 Gurgaon,0,0,0,0,0,13,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
flat,bestech park view residency3.9 â˜…,0.95,6709.0,1416.0,2,2,3,10.0,North-East,10+ Year Old,1319.109758400472,1415.991045,1428.6415018193206,0,0,1,Palam Vihar,0,0,0,0,0,16,5.0,5.0,5.0,5.0,5.0,10,1,1,0,1,1,0,1,0,0,0,0
flat,orris carnation residency3.7 â˜…,0.72,4881.0,1475.0,3,3,2,9.0,West,5 to 10 Year Old,1350.0,1250.0,1474.977217,1,1,1,Sector 85 Gurgaon,0,0,0,0,1,8,5.0,5.0,5.0,5.0,5.0,8,2,2,0,0,1,0,0,0,0,0,0
flat,sbr minda sec 1 imt manesar,0.65,4259.0,1526.0,3,2,3+,6.0,South,5 to 10 Year Old,1409.729283368175,1525.998103,1531.935867677417,0,0,1,Sector 1A IMT Manesar,0,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,0,0,0,0,0,0,0
flat,afnhb jalvayu vihar3.7 â˜…,0.69,7272.0,949.0,2,2,1,3.0,North-East,10+ Year Old,934.3886842194036,846.1499868237885,989.955883,1,0,0,Sector 30 Gurgaon,0,0,0,0,0,11,5.0,5.0,5.0,5.0,5.0,50,2,3,14,0,0,0,1,0,0,1,0
flat,mapsko royale ville3.7 â˜…,0.99,5530.0,1790.0,3,4,2,14.0,South-West,0 to 1 Year Old,1627.2161432906632,1522.5412021881807,1790.03657,1,0,0,Sector 82 Gurgaon,0,1,0,0,0,15,5.0,5.0,5.0,5.0,5.0,11,1,0,0,0,0,0,0,0,0,0,0
flat,chd avenue 713.6 â˜…,0.98,6049.0,1620.0,3,3,3,0.0,South-East,5 to 10 Year Old,1487.1677865223946,1385.8152728041775,1619.96695,1,0,0,Sector 71 Gurgaon,1,0,0,0,0,12,5.0,5.0,5.0,5.0,5.0,15,0,2,1,0,0,0,0,0,0,0,0
flat,orris carnation residency3.7 â˜…,0.5499,5788.0,950.0,2,2,2,5.0,North-East,1 to 5 Year Old,1050.0,950.0,1115.032401,1,1,1,Sector 85 Gurgaon,0,0,0,0,1,31,5.0,5.0,5.0,5.0,5.0,8,2,2,0,0,1,0,0,0,0,0,0
flat,bestech park view residency3.9 â˜…,0.95,6713.0,1415.0,2,2,3,1.0,North-East,5 to 10 Year Old,1318.2859445371291,1220.9398873705263,1415.022294,1,0,0,Palam Vihar,0,0,0,0,0,14,5.0,5.0,5.0,5.0,5.0,10,1,1,0,1,1,0,1,0,0,0,0
flat,ansal api celebrity suites,0.6,8163.0,735.0,1,1,1,5.0,North-East,5 to 10 Year Old,758.0925174640535,674.0361698345139,734.9590919999999,1,0,0,Sector 2 Gurgaon,0,0,0,0,0,16,5.0,5.0,5.0,5.0,5.0,26,2,2,3,1,0,0,0,0,0,0,0
flat,sbr minda sec-1 imt manesar,0.64,4193.0,1526.0,3,2,3+,6.0,East,10+ Year Old,1409.729283368175,1525.998103,1531.935867677417,0,0,1,Sector 1 Imt Manesar,0,0,0,0,0,10,5.0,5.0,5.0,5.0,5.0,7,0,0,0,0,0,0,0,0,0,0,0
flat,prasha apartments,0.75,3309.0,2267.0,3,3,3+,3.0,West,5 to 10 Year Old,2020.1753561051592,1906.1780746362367,2114.998711,1,0,0,Sector 1 Imt Manesar,0,1,0,0,0,6,5.0,5.0,5.0,5.0,5.0,12,0,2,0,0,0,0,0,0,0,0,0
flat,m3m woodshire4.0 â˜…,0.9,5867.0,1534.0,2,2,3,8.0,South,1 to 5 Year Old,1416.319794274917,1056.0,1533.9633889999998,1,0,1,Sector 107 Gurgaon,1,0,0,0,0,12,5.0,5.0,5.0,5.0,5.0,6,1,0,0,0,0,0,0,0,0,0,0
flat,bestech park view residency3.9 â˜…,0.985,6961.0,1415.0,2,2,3,0.0,East,5 to 10 Year Old,1318.2859445371291,1220.9398873705263,1415.022294,1,0,0,Palam Vihar,0,0,0,0,0,17,5.0,5.0,5.0,5.0,5.0,10,1,1,0,1,1,0,1,0,0,0,0
flat,bestech park view residency3.9 â˜…,0.562,8632.0,651.0,1,1,2,6.0,South,5 to 10 Year Old,688.8921529432617,651.0006719999999,710.2761392607417,0,0,1,Palam Vihar,0,0,0,0,0,16,5.0,5.0,5.0,5.0,5.0,10,1,1,0,1,1,0,1,0,0,0,0
flat,imperia the esfera,0.87,5513.0,1578.0,2,3,3+,9.0,North-East,0 to 1 Year Old,1452.5676042619984,1352.0359255446003,1577.9877399999998,1,0,0,Sector 37C Gurgaon,1,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,8,2,1,0,0,0,0,0,0,0,0,0
flat,antriksh heights3.7 â˜…,0.885,4370.0,2025.0,3,3,3,8.0,North,1 to 5 Year Old,1820.812401176212,1711.544692807244,2025.012507,1,0,0,Sector 84 Gurgaon,0,0,0,1,0,14,5.0,5.0,5.0,5.0,5.0,3,1,0,0,0,0,0,0,0,0,0,0
flat,antriksh heights3.7 â˜…,0.49,4355.0,1125.0,2,2,2,16.0,East,1 to 5 Year Old,1079.379924167729,987.701537244874,1125.042828,1,0,0,Sector 84 Gurgaon,0,0,0,0,0,13,5.0,5.0,5.0,5.0,5.0,3,1,0,0,0,0,0,0,0,0,0,0
flat,mapsko royale ville3.7 â˜…,0.97,5418.0,1790.0,3,4,2,16.0,North-West,1 to 5 Year Old,1627.2161432906632,1522.5412021881807,1790.03657,1,0,0,Sector 82 Gurgaon,0,1,0,0,0,17,5.0,5.0,5.0,5.0,5.0,11,1,0,0,0,0,0,0,0,0,0,0
flat,umang monsoon breeze,0.62,5004.0,1239.0,2,2,1,7.0,South,5 to 10 Year Old,1115.0,947.0,1239.0325289999998,1,1,1,Sector 78 Gurgaon,0,0,1,0,0,23,5.0,5.0,5.0,5.0,5.0,7,0,0,1,1,0,0,0,0,0,0,0
flat,umang monsoon breeze,0.8,4836.0,1654.0,3,2,2,7.0,South,5 to 10 Year Old,1472.0,1310.0,1653.980874,1,1,1,Sector 78 Gurgaon,0,0,0,1,0,22,5.0,5.0,5.0,5.0,5.0,7,0,0,1,1,0,0,0,0,0,0,0
flat,signature global solera3.7 â˜…,0.27,5521.0,489.0,2,2,2,0.0,North-East,1 to 5 Year Old,555.4343070817349,489.003977,558.1517095424543,0,0,1,Sector 107 Gurgaon,0,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,1,0,1,0,0,0,0
flat,signature global solera3.7 â˜…,0.2775,5674.0,489.0,2,2,2,6.0,West,1 to 5 Year Old,555.4343070817349,489.003977,558.1517095424543,0,0,1,Sector 107 Gurgaon,0,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,1,0,1,0,0,0,0
flat,vatika gurgaon 213.7 â˜…,0.85,8947.0,950.0,2,2,2,18.0,West,5 to 10 Year Old,1100.0,950.0,1244.952674,1,1,1,Sector 83 Gurgaon,0,0,0,1,0,22,5.0,5.0,5.0,5.0,5.0,10,1,0,0,1,0,0,1,1,1,0,0
flat,sare green parc phase 3,0.75,7142.0,1050.0,3,2,2,3.0,East,0 to 1 Year Old,1298.0,1050.0,1326.004841,1,1,1,Sector 92 Gurgaon,0,0,0,0,0,21,5.0,5.0,5.0,5.0,5.0,11,1,0,0,1,0,0,0,0,0,0,0
flat,imperia the esfera,0.99,5500.0,1800.0,3,3,1,10.0,North-East,0 to 1 Year Old,1635.454281924091,1530.5839039166517,1815.008818,1,0,0,Sector 37C Gurgaon,0,1,0,0,0,8,5.0,5.0,5.0,5.0,5.0,8,2,1,0,0,0,0,0,0,0,0,0
flat,ansal housing highland park,0.8,5878.0,1361.0,2,2,3,3.0,East,0 to 1 Year Old,1089.0,705.0,1360.987516,1,1,1,Sector 103 Gurgaon,0,0,0,1,0,32,5.0,5.0,5.0,5.0,5.0,18,0,6,4,0,0,0,1,0,0,0,0
flat,experion the heartsong3.9 â˜…,0.9,7014.0,1283.0,2,3,3,7.0,East,1 to 5 Year Old,1209.542514575885,1114.7762245547124,1282.949241,1,0,0,Sector 108 Gurgaon,0,1,0,0,1,12,5.0,5.0,5.0,5.0,5.0,9,1,1,0,0,1,1,1,1,0,0,0
flat,orris aster court,0.6698999999999999,5825.0,1150.0,2,2,2,5.0,North-West,1 to 5 Year Old,1250.0,1150.0,1374.980586,1,1,1,Sector 85 Gurgaon,0,0,0,0,1,31,5.0,5.0,5.0,5.0,5.0,6,0,0,0,1,1,0,0,0,0,0,0
flat,green campus chs,0.92,4022.0,2287.0,3,3,3+,8.0,East,5 to 10 Year Old,2036.6516333720144,1600.0,2287.005833,1,0,1,Sector 1A IMT Manesar,0,1,0,0,0,1,5.0,5.0,5.0,5.0,5.0,11,0,2,0,0,0,0,0,0,0,0,0
flat,green campus chs,0.9,3935.0,2287.0,3,3,3+,6.0,North-East,5 to 10 Year Old,2036.6516333720144,1922.2634780931785,2287.005833,1,0,0,Sector 1A IMT Manesar,0,1,0,0,0,2,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,0,0,0,0,0,0,0
flat,umang winter hills3.9 â˜…,0.75,5588.0,1342.0,2,2,2,8.0,South,1 to 5 Year Old,1140.0,969.0,1342.043052,1,1,1,Sector 77 Gurgaon,0,0,1,0,0,21,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,0,0,0,0,0,0,0
flat,gls avenue 51,0.21,6953.0,302.0,1,1,1,0.0,South-East,1 to 5 Year Old,401.3811146366392,302.035034,382.55128758369057,0,0,1,Sector 92 Gurgaon,0,0,0,0,0,12,5.0,5.0,5.0,5.0,5.0,4,0,1,0,0,1,0,1,0,0,0,0
flat,shree vardhman flora3.8 â˜…,0.65,4814.0,1350.0,2,2,3,10.0,North,5 to 10 Year Old,1264.73804341985,1168.6623261354666,1350.008338,1,0,0,Sector 90 Gurgaon,1,0,0,0,0,14,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,0,0,0,0,0,0,0
flat,experion the heartsong3.9 â˜…,0.98,13343.0,734.0,2,3,3,4.0,East,1 to 5 Year Old,978.23,734.43,1282.949241,1,1,1,Sector 108 Gurgaon,1,0,0,0,0,22,5.0,5.0,5.0,5.0,5.0,9,1,1,0,0,0,1,0,0,0,0,0
flat,shree vardhman flora3.8 â˜…,0.86,6254.0,1375.0,3,4,3,0.0,North,1 to 5 Year Old,1525.0,1375.0,1949.988124,1,1,1,Sector 90 Gurgaon,0,1,0,0,0,15,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,1,0,1,0,0,0,0
flat,orris carnation residency3.7 â˜…,0.895,4531.0,1975.0,4,4,3,8.0,East,5 to 10 Year Old,1575.0,1435.0,1974.960372,1,1,1,Sector 85 Gurgaon,0,0,0,0,0,7,5.0,5.0,5.0,5.0,5.0,8,2,2,0,0,1,0,0,0,0,0,0
flat,vatika city homes3.9 â˜…,0.8,6060.0,1320.0,2,2,2,8.0,East,5 to 10 Year Old,1240.023627519567,1144.5342209500543,1319.9770569999998,1,0,0,Sector 83 Gurgaon,0,0,1,0,0,6,5.0,5.0,5.0,5.0,5.0,15,3,4,0,0,0,0,0,0,0,0,0
flat,m3m woodshire4.0 â˜…,0.82,6002.0,1366.0,2,2,3+,7.0,North-East,1 to 5 Year Old,1277.9190652333336,1181.5306489010195,1366.046549,1,0,0,Sector 107 Gurgaon,0,0,0,0,0,21,5.0,5.0,5.0,5.0,5.0,6,1,0,0,0,1,0,1,0,0,0,0
flat,signature global solera3.7 â˜…,0.5,7751.0,645.0,3,2,2,6.0,South-East,1 to 5 Year Old,683.9492697632052,644.972888,704.6419011230273,0,0,1,Sector 107 Gurgaon,0,0,0,0,1,3,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,1,0,0,0,0,0,0
flat,signature global solera3.7 â˜…,0.52,8062.0,645.0,3,2,2,5.0,East,1 to 5 Year Old,683.9492697632052,644.972888,704.6419011230273,0,0,1,Sector 107 Gurgaon,0,0,0,0,1,3,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,1,0,0,0,0,0,0
flat,signature global solera3.7 â˜…,0.28,5725.0,489.0,2,2,2,6.0,West,1 to 5 Year Old,555.4343070817349,489.003977,558.1517095424543,0,0,1,Sector 107 Gurgaon,0,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,1,0,1,0,0,0,0
flat,signature global solera3.7 â˜…,0.29,5930.0,489.0,2,2,2,3.0,East,1 to 5 Year Old,555.4343070817349,489.003977,558.1517095424543,0,0,1,Sector 107 Gurgaon,0,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,1,0,1,0,0,0,0
flat,experion the heartsong3.9 â˜…,0.97,9238.0,1050.0,2,2,3,10.0,North-East,1 to 5 Year Old,1017.5938844170224,1050.018445,1084.9529754187456,0,0,1,Sector 108 Gurgaon,0,1,0,0,0,29,5.0,5.0,5.0,5.0,5.0,9,1,1,0,0,1,0,0,0,0,0,0
flat,m3m woodshire4.0 â˜…,0.8,5856.0,1366.0,2,2,3+,7.0,North-East,1 to 5 Year Old,1277.9190652333336,1181.5306489010195,1366.046549,1,0,0,Sector 107 Gurgaon,0,0,0,0,0,30,5.0,5.0,5.0,5.0,5.0,6,1,0,0,0,1,0,0,0,0,0,0
flat,laxmi apartment,0.55,6470.0,850.0,3,2,1,3.0,North,1 to 5 Year Old,852.8311117484707,850.025183,897.1450374949342,0,0,1,Sai Kunj,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,26,2,3,2,1,0,0,0,0,0,0,0
flat,m3m woodshire4.0 â˜…,0.75,5490.0,1366.0,2,2,3+,14.0,West,1 to 5 Year Old,1277.9190652333336,1050.0,1366.046549,1,0,1,Sector 107 Gurgaon,0,0,0,1,0,32,5.0,5.0,5.0,5.0,5.0,6,1,0,0,0,0,0,1,0,0,0,0
flat,satya the hermitage3.5 â˜…,0.995,6655.0,1495.0,3,4,3+,2.0,North-East,1 to 5 Year Old,1384.1910536045498,1495.0,1990.998583,1,0,1,Sector 103 Gurgaon,0,1,0,1,0,31,5.0,5.0,5.0,5.0,5.0,15,1,1,0,2,0,0,1,0,0,0,0
flat,vatika gurgaon 213.7 â˜…,0.78,6265.0,1245.0,2,2,2,3.0,South-East,1 to 5 Year Old,850.0,790.0,1244.952674,1,1,1,Sector 83 Gurgaon,1,0,0,1,0,31,5.0,5.0,5.0,5.0,5.0,10,1,0,0,1,0,0,0,0,0,0,0
flat,raheja vedaanta3.6 â˜…,0.8,4080.0,1961.0,3,3,3,9.0,North-East,1 to 5 Year Old,1768.0883139222751,1660.071401745031,1838.043564,1,0,0,Sector 108 Gurgaon,0,0,0,1,0,31,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0
flat,tulip white3.5 â˜…,0.9,6000.0,1500.0,3,2,3+,1.0,West,1 to 5 Year Old,1326.0,1050.0,1499.949465,1,1,1,Sector 69 Gurgaon,0,0,0,0,0,29,5.0,5.0,5.0,5.0,5.0,43,0,7,11,0,1,0,1,0,0,0,0
flat,denso haryana housing society,0.9,4308.0,2089.0,3,3,3+,5.0,East,5 to 10 Year Old,1873.536488430148,2088.950073,2060.615212932946,0,0,1,Manesar,0,1,0,0,0,3,5.0,5.0,5.0,5.0,5.0,11,0,2,0,0,0,0,0,0,0,0,0
flat,the nav manesar apartment,0.85,3953.0,2150.0,3,3,3+,5.0,North-East,5 to 10 Year Old,1923.7891340940564,1812.0784644131288,2149.981386,1,0,0,Sector 1 Gurgaon,0,1,0,0,0,2,5.0,5.0,5.0,5.0,5.0,28,2,2,3,1,0,0,0,0,0,0,0
